                                                            Autonomous System (AS) Numbers

   Last Updated
           2015-06-11

   Note

 Autonomous System (AS) Numbers are used by various routing protocols. IANA allocates
 AS Numbers to Regional Internet Registries (RIRs). The RIRs further allocate or assign AS
 Numbers to network operators in line with RIR policies. The [five RIRs] are:

 - [AFRINIC]
 - [APNIC]
 - [ARIN]
 - [LACNIC]
 - [RIPE_NCC]

 AS Numbers can be obtained from the registry in your region.

   Available Formats
           [IMG]
           XML [IMG]
           HTML [IMG]
           Plain text

   Registries included below

     * 16-bit Autonomous System Numbers
     * 32-bit Autonomous System Numbers

16-bit Autonomous System Numbers

   Registration Procedure(s)

 RIR request to the IANA or IETF Review. Allocated following the Global Policy published at
 [http://www.icann.org/en/resources/policy/global-addressing].

   Reference
           [RFC1930][RFC5398][RFC6996][RFC7249]

   Available Formats
           [IMG]
           CSV

    6136-6146  Assigned by ARIN                                  whois.arin.net
    6147-6148  Assigned by LACNIC                                whois.lacnic.net
      6149     Assigned by AFRINIC                               whois.afrinic.net
    6150-6162  Assigned by ARIN                                  whois.arin.net
      6163     Assigned by APNIC                                 whois.apnic.net
    6164-6167  Assigned by ARIN                                  whois.arin.net
      6168     Assigned by RIPE NCC                              whois.ripe.net
    6169-6179  Assigned by ARIN                                  whois.arin.net
      6180     Assigned by AFRINIC                               whois.afrinic.net
    6181-6186  Assigned by ARIN                                  whois.arin.net
      6187     Assigned by AFRINIC                               whois.afrinic.net
    6188-6192  Assigned by ARIN                                  whois.arin.net
      6193     Assigned by LACNIC                                whois.lacnic.net
    6194-6239  Assigned by ARIN                                  whois.arin.net
      6240     Assigned by LACNIC                                whois.lacnic.net
    6241-6261  Assigned by ARIN                                  whois.arin.net
      6262     Assigned by APNIC                                 whois.apnic.net
    6263-6305  Assigned by ARIN                                  whois.arin.net
      6306     Assigned by LACNIC                                whois.lacnic.net
    6307-6319  Assigned by ARIN                                  whois.arin.net
      6320     Assigned by RIPE NCC                              whois.ripe.net
    6321-6331  Assigned by ARIN                                  whois.arin.net
      6332     Assigned by LACNIC                                whois.lacnic.net
    6333-6341  Assigned by ARIN                                  whois.arin.net
      6342     Assigned by LACNIC                                whois.lacnic.net
    6343-6350  Assigned by ARIN                                  whois.arin.net
      6351     Assigned by AFRINIC                               whois.afrinic.net
    6352-6399  Assigned by ARIN                                  whois.arin.net
      6400     Assigned by LACNIC                                whois.lacnic.net
    6401-6411  Assigned by ARIN                                  whois.arin.net
      6412     Assigned by RIPE NCC                              whois.ripe.net
    6413-6428  Assigned by ARIN                                  whois.arin.net
      6429     Assigned by LACNIC                                whois.lacnic.net
    6430-6457  Assigned by ARIN                                  whois.arin.net
      6458     Assigned by LACNIC                                whois.lacnic.net
    6459-6470  Assigned by ARIN                                  whois.arin.net
      6471     Assigned by LACNIC                                whois.lacnic.net
    6472-6486  Assigned by ARIN                                  whois.arin.net
      6487     Assigned by LACNIC                                whois.lacnic.net
    6488-6494  Assigned by ARIN                                  whois.arin.net
      6495     Assigned by LACNIC                                whois.lacnic.net
    6496-6502  Assigned by ARIN                                  whois.arin.net
      6503     Assigned by LACNIC                                whois.lacnic.net
      6504     Assigned by ARIN                                  whois.arin.net
      6505     Assigned by LACNIC                                whois.lacnic.net
    6506-6528  Assigned by ARIN                                  whois.arin.net
      6529     Assigned by AFRINIC                               whois.afrinic.net
    6530-6534  Assigned by ARIN                                  whois.arin.net
      6535     Assigned by LACNIC                                whois.lacnic.net
    6536-6542  Assigned by ARIN                                  whois.arin.net
      6543     Assigned by LACNIC                                whois.lacnic.net
      6544     Assigned by ARIN                                  whois.arin.net
      6545     Assigned by LACNIC                                whois.lacnic.net
    6546-6559  Assigned by ARIN                                  whois.arin.net
      6560     Assigned by AFRINIC                               whois.afrinic.net
    6561-6567  Assigned by ARIN                                  whois.arin.net
      6568     Assigned by LACNIC                                whois.lacnic.net
    6569-6589  Assigned by ARIN                                  whois.arin.net
      6590     Assigned by LACNIC                                whois.lacnic.net
    6591-6618  Assigned by ARIN                                  whois.arin.net
      6619     Assigned by APNIC                                 whois.apnic.net
    6620-6647  Assigned by ARIN                                  whois.arin.net
      6648     Assigned by APNIC                                 whois.apnic.net
    6649-6655  Assigned by ARIN                                  whois.arin.net
    6656-6712  Assigned by RIPE NCC                              whois.ripe.net
      6713     Assigned by AFRINIC                               whois.afrinic.net
    6714-6878  Assigned by RIPE NCC                              whois.ripe.net
      6879     Assigned by AFRINIC                               whois.afrinic.net
    6880-6911  Assigned by RIPE NCC                              whois.ripe.net
    6912-6926  Assigned by ARIN                                  whois.arin.net
      6927     Assigned by LACNIC                                whois.lacnic.net
    6928-6944  Assigned by ARIN                                  whois.arin.net
      6945     Assigned by LACNIC                                whois.lacnic.net
    6946-6956  Assigned by ARIN                                  whois.arin.net
      6957     Assigned by LACNIC                                whois.lacnic.net
    6958-6967  Assigned by ARIN                                  whois.arin.net
      6968     Assigned by AFRINIC                               whois.afrinic.net
    6969-7001  Assigned by ARIN                                  whois.arin.net
      7002     Assigned by LACNIC                                whois.lacnic.net
      7003     Assigned by ARIN                                  whois.arin.net
    7004-7005  Assigned by LACNIC                                whois.lacnic.net
    7006-7019  Assigned by ARIN                                  whois.arin.net
      7020     Assigned by AFRINIC                               whois.afrinic.net
    7021-7037  Assigned by ARIN                                  whois.arin.net
      7038     Assigned by LACNIC                                whois.lacnic.net
    7039-7047  Assigned by ARIN                                  whois.arin.net
    7048-7049  Assigned by LACNIC                                whois.lacnic.net
    7050-7055  Assigned by ARIN                                  whois.arin.net
      7056     Assigned by LACNIC                                whois.lacnic.net
    7057-7062  Assigned by ARIN                                  whois.arin.net
      7063     Assigned by LACNIC                                whois.lacnic.net
    7064-7079  Assigned by ARIN                                  whois.arin.net
      7080     Assigned by LACNIC                                whois.lacnic.net
    7081-7086  Assigned by ARIN                                  whois.arin.net
      7087     Assigned by LACNIC                                whois.lacnic.net
    7088-7102  Assigned by ARIN                                  whois.arin.net
      7103     Assigned by LACNIC                                whois.lacnic.net
    7104-7119  Assigned by ARIN                                  whois.arin.net
      7120     Assigned by LACNIC                                whois.lacnic.net
    7121-7124  Assigned by ARIN                                  whois.arin.net
      7125     Assigned by LACNIC                                whois.lacnic.net
    7126-7130  Assigned by ARIN                                  whois.arin.net
      7131     Assigned by APNIC                                 whois.apnic.net
    7132-7136  Assigned by ARIN                                  whois.arin.net
      7137     Assigned by LACNIC                                whois.lacnic.net
      7138     Assigned by ARIN                                  whois.arin.net
    7139-7148  Assigned by ARIN                                  whois.arin.net
      7149     Assigned by LACNIC                                whois.lacnic.net
    7150-7153  Assigned by ARIN                                  whois.arin.net
      7154     Assigned by AFRINIC                               whois.afrinic.net
    7155-7156  Assigned by ARIN                                  whois.arin.net
      7157     Assigned by LACNIC                                whois.lacnic.net
    7158-7161  Assigned by ARIN                                  whois.arin.net
      7162     Assigned by LACNIC                                whois.lacnic.net
    7163-7166  Assigned by ARIN                                  whois.arin.net
      7167     Assigned by LACNIC                                whois.lacnic.net
    7168-7172  Assigned by ARIN                                  whois.arin.net
      7173     Assigned by LACNIC                                whois.lacnic.net
      7174     Assigned by ARIN                                  whois.arin.net
      7175     Assigned by APNIC                                 whois.apnic.net
    7176-7183  Assigned by ARIN                                  whois.arin.net
      7184     Assigned by LACNIC                                whois.lacnic.net
    7185-7194  Assigned by ARIN                                  whois.arin.net
      7195     Assigned by LACNIC                                whois.lacnic.net
    7196-7198  Assigned by ARIN                                  whois.arin.net
      7199     Assigned by LACNIC                                whois.lacnic.net
    7200-7230  Assigned by ARIN                                  whois.arin.net
      7231     Assigned by AFRINIC                               whois.afrinic.net
    7232-7235  Assigned by ARIN                                  whois.arin.net
      7236     Assigned by LACNIC                                whois.lacnic.net
      7237     Assigned by ARIN                                  whois.arin.net
    7238-7297  Assigned by ARIN                                  whois.arin.net
      7298     Assigned by LACNIC                                whois.lacnic.net
    7299-7302  Assigned by ARIN                                  whois.arin.net
      7303     Assigned by LACNIC                                whois.lacnic.net
    7304-7312  Assigned by ARIN                                  whois.arin.net
      7313     Assigned by LACNIC                                whois.lacnic.net
      7314     Assigned by ARIN                                  whois.arin.net
      7315     Assigned by LACNIC                                whois.lacnic.net
    7316-7324  Assigned by ARIN                                  whois.arin.net
      7325     Assigned by LACNIC                                whois.lacnic.net
    7326-7339  Assigned by ARIN                                  whois.arin.net
      7340     Assigned by LACNIC                                whois.lacnic.net
    7341-7364  Assigned by ARIN                                  whois.arin.net
      7365     Assigned by LACNIC                                whois.lacnic.net
    7366-7389  Assigned by ARIN                                  whois.arin.net
      7390     Assigned by AFRINIC                               whois.afrinic.net
    7391-7398  Assigned by ARIN                                  whois.arin.net
      7399     Assigned by LACNIC                                whois.lacnic.net
    7400-7407  Assigned by ARIN                                  whois.arin.net
      7408     Assigned by LACNIC                                whois.lacnic.net
    7409-7413  Assigned by ARIN                                  whois.arin.net
      7414     Assigned by LACNIC                                whois.lacnic.net
    7415-7416  Assigned by ARIN                                  whois.arin.net
    7417-7418  Assigned by LACNIC                                whois.lacnic.net
      7419     Assigned by ARIN                                  whois.arin.net
      7420     Assigned by AFRINIC                               whois.afrinic.net
    7421-7427  Assigned by ARIN                                  whois.arin.net
      7428     Assigned by LACNIC                                whois.lacnic.net
    7429-7436  Assigned by ARIN                                  whois.arin.net
    7437-7438  Assigned by LACNIC                                whois.lacnic.net
    7439-7459  Assigned by ARIN                                  whois.arin.net
      7460     Assigned by AFRINIC                               whois.afrinic.net
    7461-7464  Assigned by ARIN                                  whois.arin.net
      7465     Assigned by LACNIC                                whois.lacnic.net
      7466     Assigned by ARIN                                  whois.arin.net
    7467-7722  Assigned by APNIC                                 whois.apnic.net
    7723-7726  Assigned by ARIN                                  whois.arin.net
      7727     Assigned by LACNIC                                whois.lacnic.net
    7728-7737  Assigned by ARIN                                  whois.arin.net
      7738     Assigned by LACNIC                                whois.lacnic.net
    7739-7802  Assigned by ARIN                                  whois.arin.net
      7803     Assigned by LACNIC                                whois.lacnic.net
    7804-7854  Assigned by ARIN                                  whois.arin.net
      7855     Assigned by APNIC                                 whois.apnic.net
    7856-7863  Assigned by ARIN                                  whois.arin.net
      7864     Assigned by LACNIC                                whois.lacnic.net
    7865-7889  Assigned by ARIN                                  whois.arin.net
      7890     Assigned by LACNIC                                whois.lacnic.net
    7891-7900  Assigned by ARIN                                  whois.arin.net
      7901     Assigned by APNIC                                 whois.apnic.net
    7902-7905  Assigned by ARIN                                  whois.arin.net
      7906     Assigned by LACNIC                                whois.lacnic.net
      7907     Assigned by ARIN                                  whois.arin.net
      7908     Assigned by LACNIC                                whois.lacnic.net
      7909     Assigned by ARIN                                  whois.arin.net
      7910     Assigned by LACNIC                                whois.lacnic.net
    7911-7926  Assigned by ARIN                                  whois.arin.net
      7927     Assigned by LACNIC                                whois.lacnic.net
    7928-7933  Assigned by ARIN                                  whois.arin.net
      7934     Assigned by LACNIC                                whois.lacnic.net
    7935-7952  Assigned by ARIN                                  whois.arin.net
      7953     Assigned by LACNIC                                whois.lacnic.net
    7954-7964  Assigned by ARIN                                  whois.arin.net
      7965     Assigned by LACNIC                                whois.lacnic.net
    7966-7970  Assigned by ARIN                                  whois.arin.net
    7971-7972  Assigned by AFRINIC                               whois.afrinic.net
      7973     Assigned by ARIN                                  whois.arin.net
      7974     Assigned by LACNIC                                whois.lacnic.net
    7975-7979  Assigned by ARIN                                  whois.arin.net
      7980     Assigned by LACNIC                                whois.lacnic.net
    7981-7983  Assigned by ARIN                                  whois.arin.net
      7984     Assigned by LACNIC                                whois.lacnic.net
    7985-7992  Assigned by ARIN                                  whois.arin.net
    7993-7995  Assigned by LACNIC                                whois.lacnic.net
      7996     Assigned by ARIN                                  whois.arin.net
      7997     Assigned by LACNIC                                whois.lacnic.net
    7998-8006  Assigned by ARIN                                  whois.arin.net
      8007     Assigned by LACNIC                                whois.lacnic.net
    8008-8023  Assigned by ARIN                                  whois.arin.net
      8024     Assigned by LACNIC                                whois.lacnic.net
      8025     Assigned by ARIN                                  whois.arin.net
      8026     Assigned by LACNIC                                whois.lacnic.net
    8027-8047  Assigned by ARIN                                  whois.arin.net
      8048     Assigned by LACNIC                                whois.lacnic.net
    8049-8052  Assigned by ARIN                                  whois.arin.net
    8053-8056  Assigned by LACNIC                                whois.lacnic.net
    8057-8064  Assigned by ARIN                                  whois.arin.net
    8065-8066  Assigned by LACNIC                                whois.lacnic.net
    8067-8092  Assigned by ARIN                                  whois.arin.net
      8093     Assigned by RIPE NCC                              whois.ripe.net
      8094     Assigned by AFRINIC                               whois.afrinic.net
      8095     Assigned by ARIN                                  whois.arin.net
      8096     Assigned by LACNIC                                whois.lacnic.net
    8097-8139  Assigned by ARIN                                  whois.arin.net
    8140-8141  Assigned by LACNIC                                whois.lacnic.net
    8142-8150  Assigned by ARIN                                  whois.arin.net
      8151     Assigned by LACNIC                                whois.lacnic.net
    8152-8162  Assigned by ARIN                                  whois.arin.net
      8163     Assigned by LACNIC                                whois.lacnic.net
    8164-8166  Assigned by ARIN                                  whois.arin.net
      8167     Assigned by LACNIC                                whois.lacnic.net
    8168-8177  Assigned by ARIN                                  whois.arin.net
      8178     Assigned by LACNIC                                whois.lacnic.net
    8179-8191  Assigned by ARIN                                  whois.arin.net
    8192-8523  Assigned by RIPE NCC                              whois.ripe.net
      8524     Assigned by AFRINIC                               whois.afrinic.net
    8525-8769  Assigned by RIPE NCC                              whois.ripe.net
      8770     Assigned by AFRINIC                               whois.afrinic.net
    8771-9128  Assigned by RIPE NCC                              whois.ripe.net
      9129     Assigned by AFRINIC                               whois.afrinic.net
    9130-9215  Assigned by RIPE NCC                              whois.ripe.net
   9216-10239  Assigned by APNIC                                 whois.apnic.net
   10240-10246 Assigned by ARIN                                  whois.arin.net
      10247    Assigned by AFRINIC                               whois.afrinic.net
   10248-10261 Assigned by ARIN                                  whois.arin.net
      10262    Assigned by AFRINIC                               whois.afrinic.net
   10263-10268 Assigned by ARIN                                  whois.arin.net
      10269    Assigned by LACNIC                                whois.lacnic.net
   10270-10276 Assigned by ARIN                                  whois.arin.net
      10277    Assigned by LACNIC                                whois.lacnic.net
   10278-10284 Assigned by ARIN                                  whois.arin.net
      10285    Assigned by LACNIC                                whois.lacnic.net
   10286-10292 Assigned by ARIN                                  whois.arin.net
      10293    Assigned by LACNIC                                whois.lacnic.net
   10294-10298 Assigned by ARIN                                  whois.arin.net
      10299    Assigned by LACNIC                                whois.lacnic.net
      10300    Assigned by ARIN                                  whois.arin.net
      10301    Assigned by LACNIC                                whois.lacnic.net
   10302-10317 Assigned by ARIN                                  whois.arin.net
      10318    Assigned by LACNIC                                whois.lacnic.net
   10319-10330 Assigned by ARIN                                  whois.arin.net
      10331    Assigned by AFRINIC                               whois.afrinic.net
   10332-10361 Assigned by ARIN                                  whois.arin.net
      10362    Assigned by LACNIC                                whois.lacnic.net
   10363-10390 Assigned by ARIN                                  whois.arin.net
      10391    Assigned by LACNIC                                whois.lacnic.net
      10392    Assigned by ARIN                                  whois.arin.net
      10393    Assigned by AFRINIC                               whois.afrinic.net
   10394-10411 Assigned by ARIN                                  whois.arin.net
      10412    Assigned by LACNIC                                whois.lacnic.net
   10413-10416 Assigned by ARIN                                  whois.arin.net
      10417    Assigned by LACNIC                                whois.lacnic.net
   10418-10419 Assigned by ARIN                                  whois.arin.net
      10420    Assigned by LACNIC                                whois.lacnic.net
   10421-10428 Assigned by ARIN                                  whois.arin.net
      10429    Assigned by LACNIC                                whois.lacnic.net
   10430-10435 Assigned by ARIN                                  whois.arin.net
      10436    Assigned by LACNIC                                whois.lacnic.net
   10437-10451 Assigned by ARIN                                  whois.arin.net
      10452    Assigned by LACNIC                                whois.lacnic.net
      10453    Assigned by ARIN                                  whois.arin.net
      10454    Assigned by LACNIC                                whois.lacnic.net
   10455-10462 Assigned by ARIN                                  whois.arin.net
      10463    Assigned by LACNIC                                whois.lacnic.net
   10464-10473 Assigned by ARIN                                  whois.arin.net
      10474    Assigned by AFRINIC                               whois.afrinic.net
      10475    Assigned by ARIN                                  whois.arin.net
      10476    Assigned by LACNIC                                whois.lacnic.net
   10477-10478 Assigned by ARIN                                  whois.arin.net
      10479    Assigned by LACNIC                                whois.lacnic.net
      10480    Assigned by ARIN                                  whois.arin.net
      10481    Assigned by LACNIC                                whois.lacnic.net
   10482-10494 Assigned by ARIN                                  whois.arin.net
      10495    Assigned by LACNIC                                whois.lacnic.net
   10496-10501 Assigned by ARIN                                  whois.arin.net
      10502    Assigned by LACNIC                                whois.lacnic.net
   10503-10504 Assigned by ARIN                                  whois.arin.net
      10505    Assigned by AFRINIC                               whois.afrinic.net
   10506-10530 Assigned by ARIN                                  whois.arin.net
      10531    Assigned by LACNIC                                whois.lacnic.net
   10532-10539 Assigned by ARIN                                  whois.arin.net
      10540    Assigned by AFRINIC                               whois.afrinic.net
   10541-10559 Assigned by ARIN                                  whois.arin.net
      10560    Assigned by LACNIC                                whois.lacnic.net
   10561-10568 Assigned by ARIN                                  whois.arin.net
      10569    Assigned by LACNIC                                whois.lacnic.net
   10570-10574 Assigned by ARIN                                  whois.arin.net
      10575    Assigned by AFRINIC                               whois.afrinic.net
   10576-10585 Assigned by ARIN                                  whois.arin.net
      10586    Assigned by LACNIC                                whois.lacnic.net
   10587-10599 Assigned by ARIN                                  whois.arin.net
      10600    Assigned by LACNIC                                whois.lacnic.net
   10601-10604 Assigned by ARIN                                  whois.arin.net
   10605-10606 Assigned by LACNIC                                whois.lacnic.net
   10607-10616 Assigned by ARIN                                  whois.arin.net
      10617    Assigned by LACNIC                                whois.lacnic.net
   10618-10619 Assigned by ARIN                                  whois.arin.net
      10620    Assigned by LACNIC                                whois.lacnic.net
   10621-10623 Assigned by ARIN                                  whois.arin.net
      10624    Assigned by LACNIC                                whois.lacnic.net
   10625-10629 Assigned by ARIN                                  whois.arin.net
      10630    Assigned by LACNIC                                whois.lacnic.net
   10631-10639 Assigned by ARIN                                  whois.arin.net
      10640    Assigned by LACNIC                                whois.lacnic.net
   10641-10648 Assigned by ARIN                                  whois.arin.net
      10649    Assigned by LACNIC                                whois.lacnic.net
   10650-10669 Assigned by ARIN                                  whois.arin.net
   10670-10671 Assigned by LACNIC                                whois.lacnic.net
   10672-10687 Assigned by ARIN                                  whois.arin.net
      10688    Assigned by LACNIC                                whois.lacnic.net
   10689-10690 Assigned by ARIN                                  whois.arin.net
      10691    Assigned by LACNIC                                whois.lacnic.net
   10692-10696 Assigned by ARIN                                  whois.arin.net
      10697    Assigned by LACNIC                                whois.lacnic.net
   10698-10703 Assigned by ARIN                                  whois.arin.net
      10704    Assigned by LACNIC                                whois.lacnic.net
      10705    Assigned by ARIN                                  whois.arin.net
      10706    Assigned by LACNIC                                whois.lacnic.net
   10707-10714 Assigned by ARIN                                  whois.arin.net
      10715    Assigned by LACNIC                                whois.lacnic.net
   10716-10732 Assigned by ARIN                                  whois.arin.net
      10733    Assigned by LACNIC                                whois.lacnic.net
   10734-10756 Assigned by ARIN                                  whois.arin.net
      10757    Assigned by LACNIC                                whois.lacnic.net
   10758-10777 Assigned by ARIN                                  whois.arin.net
      10778    Assigned by LACNIC                                whois.lacnic.net
   10779-10784 Assigned by ARIN                                  whois.arin.net
      10785    Assigned by LACNIC                                whois.lacnic.net
   10786-10794 Assigned by ARIN                                  whois.arin.net
      10795    Assigned by LACNIC                                whois.lacnic.net
   10796-10797 Assigned by ARIN                                  whois.arin.net
      10798    Assigned by AFRINIC                               whois.afrinic.net
   10799-10802 Assigned by ARIN                                  whois.arin.net
      10803    Assigned by AFRINIC                               whois.afrinic.net
   10804-10806 Assigned by ARIN                                  whois.arin.net
      10807    Assigned by APNIC                                 whois.apnic.net
   10808-10823 Assigned by ARIN                                  whois.arin.net
      10824    Assigned by LACNIC                                whois.lacnic.net
   10825-10833 Assigned by ARIN                                  whois.arin.net
      10834    Assigned by LACNIC                                whois.lacnic.net
   10835-10840 Assigned by ARIN                                  whois.arin.net
      10841    Assigned by LACNIC                                whois.lacnic.net
   10842-10846 Assigned by ARIN                                  whois.arin.net
      10847    Assigned by LACNIC                                whois.lacnic.net
   10848-10874 Assigned by ARIN                                  whois.arin.net
      10875    Assigned by LACNIC                                whois.lacnic.net
   10876-10880 Assigned by ARIN                                  whois.arin.net
      10881    Assigned by LACNIC                                whois.lacnic.net
   10882-10894 Assigned by ARIN                                  whois.arin.net
      10895    Assigned by LACNIC                                whois.lacnic.net
      10896    Assigned by ARIN                                  whois.arin.net
      10897    Assigned by LACNIC                                whois.lacnic.net
      10898    Assigned by AFRINIC                               whois.afrinic.net
   10899-10905 Assigned by ARIN                                  whois.arin.net
      10906    Assigned by LACNIC                                whois.lacnic.net
   10907-10921 Assigned by ARIN                                  whois.arin.net
      10922    Assigned by ARIN                                  whois.arin.net
   10923-10937 Assigned by ARIN                                  whois.arin.net
      10938    Assigned by LACNIC                                whois.lacnic.net
   10939-10953 Assigned by ARIN                                  whois.arin.net
      10954    Assigned by LACNIC                                whois.lacnic.net
   10955-10963 Assigned by ARIN                                  whois.arin.net
      10964    Assigned by LACNIC                                whois.lacnic.net
   10965-10982 Assigned by ARIN                                  whois.arin.net
      10983    Assigned by LACNIC                                whois.lacnic.net
   10984-10985 Assigned by ARIN                                  whois.arin.net
      10986    Assigned by LACNIC                                whois.lacnic.net
   10987-10991 Assigned by ARIN                                  whois.arin.net
      10992    Assigned by LACNIC                                whois.lacnic.net
   10993-11007 Assigned by ARIN                                  whois.arin.net
      11008    Assigned by LACNIC                                whois.lacnic.net
   11009-11013 Assigned by ARIN                                  whois.arin.net
      11014    Assigned by LACNIC                                whois.lacnic.net
   11015-11052 Assigned by ARIN                                  whois.arin.net
      11053    Assigned by LACNIC                                whois.lacnic.net
   11054-11057 Assigned by ARIN                                  whois.arin.net
      11058    Assigned by LACNIC                                whois.lacnic.net
   11059-11062 Assigned by ARIN                                  whois.arin.net
      11063    Assigned by LACNIC                                whois.lacnic.net
   11064-11080 Assigned by ARIN                                  whois.arin.net
      11081    Assigned by LACNIC                                whois.lacnic.net
      11082    Assigned by ARIN                                  whois.arin.net
      11083    Assigned by LACNIC                                whois.lacnic.net
   11084-11086 Assigned by ARIN                                  whois.arin.net
      11087    Assigned by LACNIC                                whois.lacnic.net
   11088-11096 Assigned by ARIN                                  whois.arin.net
      11097    Assigned by LACNIC                                whois.lacnic.net
   11098-11124 Assigned by ARIN                                  whois.arin.net
      11125    Assigned by AFRINIC                               whois.afrinic.net
   11126-11135 Assigned by ARIN                                  whois.arin.net
      11136    Assigned by LACNIC                                whois.lacnic.net
   11137-11156 Assigned by ARIN                                  whois.arin.net
      11157    Assigned by AFRINIC                               whois.afrinic.net
   11158-11171 Assigned by ARIN                                  whois.arin.net
      11172    Assigned by LACNIC                                whois.lacnic.net
   11173-11192 Assigned by ARIN                                  whois.arin.net
      11193    Assigned by LACNIC                                whois.lacnic.net
   11194-11200 Assigned by ARIN                                  whois.arin.net
      11201    Assigned by AFRINIC                               whois.afrinic.net
   11202-11236 Assigned by ARIN                                  whois.arin.net
      11237    Assigned by LACNIC                                whois.lacnic.net
   11238-11241 Assigned by ARIN                                  whois.arin.net
      11242    Assigned by LACNIC                                whois.lacnic.net
   11243-11253 Assigned by ARIN                                  whois.arin.net
      11254    Assigned by LACNIC                                whois.lacnic.net
      11255    Assigned by ARIN                                  whois.arin.net
      11256    Assigned by LACNIC                                whois.lacnic.net
   11257-11258 Assigned by ARIN                                  whois.arin.net
      11259    Assigned by AFRINIC                               whois.afrinic.net
   11260-11264 Assigned by ARIN                                  whois.arin.net
      11265    Assigned by AFRINIC                               whois.afrinic.net
   11266-11270 Assigned by ARIN                                  whois.arin.net
      11271    Assigned by LACNIC                                whois.lacnic.net
   11272-11283 Assigned by ARIN                                  whois.arin.net
      11284    Assigned by LACNIC                                whois.lacnic.net
   11285-11294 Assigned by ARIN                                  whois.arin.net
      11295    Assigned by LACNIC                                whois.lacnic.net
   11296-11310 Assigned by ARIN                                  whois.arin.net
      11311    Assigned by LACNIC                                whois.lacnic.net
   11312-11314 Assigned by ARIN                                  whois.arin.net
      11315    Assigned by LACNIC                                whois.lacnic.net
   11316-11334 Assigned by ARIN                                  whois.arin.net
      11335    Assigned by LACNIC                                whois.lacnic.net
   11336-11337 Assigned by ARIN                                  whois.arin.net
      11338    Assigned by LACNIC                                whois.lacnic.net
      11339    Assigned by ARIN                                  whois.arin.net
      11340    Assigned by LACNIC                                whois.lacnic.net
      11341    Assigned by RIPE NCC                              whois.ripe.net
   11342-11355 Assigned by ARIN                                  whois.arin.net
      11356    Assigned by LACNIC                                whois.lacnic.net
   11357-11372 Assigned by ARIN                                  whois.arin.net
      11373    Assigned by LACNIC                                whois.lacnic.net
   11374-11379 Assigned by ARIN                                  whois.arin.net
      11380    Assigned by AFRINIC                               whois.afrinic.net
   11381-11389 Assigned by ARIN                                  whois.arin.net
      11390    Assigned by LACNIC                                whois.lacnic.net
      11391    Assigned by ARIN                                  whois.arin.net
      11392    Assigned by LACNIC                                whois.lacnic.net
   11393-11410 Assigned by ARIN                                  whois.arin.net
      11411    Assigned by LACNIC                                whois.lacnic.net
   11412-11414 Assigned by ARIN                                  whois.arin.net
      11415    Assigned by LACNIC                                whois.lacnic.net
   11416-11418 Assigned by ARIN                                  whois.arin.net
      11419    Assigned by LACNIC                                whois.lacnic.net
   11420-11430 Assigned by ARIN                                  whois.arin.net
   11431-11432 Assigned by LACNIC                                whois.lacnic.net
   11433-11446 Assigned by ARIN                                  whois.arin.net
      11447    Assigned by LACNIC                                whois.lacnic.net
   11448-11449 Assigned by ARIN                                  whois.arin.net
   11450-11451 Assigned by LACNIC                                whois.lacnic.net
   11452-11466 Assigned by ARIN                                  whois.arin.net
      11467    Assigned by APNIC                                 whois.apnic.net
   11468-11496 Assigned by ARIN                                  whois.arin.net
   11497-11498 Assigned by LACNIC                                whois.lacnic.net
   11499-11502 Assigned by ARIN                                  whois.arin.net
      11503    Assigned by LACNIC                                whois.lacnic.net
   11504-11513 Assigned by ARIN                                  whois.arin.net
      11514    Assigned by LACNIC                                whois.lacnic.net
   11515-11518 Assigned by ARIN                                  whois.arin.net
      11519    Assigned by LACNIC                                whois.lacnic.net
   11520-11555 Assigned by ARIN                                  whois.arin.net
      11556    Assigned by LACNIC                                whois.lacnic.net
   11557-11561 Assigned by ARIN                                  whois.arin.net
      11562    Assigned by LACNIC                                whois.lacnic.net
   11563-11568 Assigned by ARIN                                  whois.arin.net
      11569    Assigned by AFRINIC                               whois.afrinic.net
      11570    Assigned by ARIN                                  whois.arin.net
      11571    Assigned by LACNIC                                whois.lacnic.net
   11572-11580 Assigned by ARIN                                  whois.arin.net
      11581    Assigned by LACNIC                                whois.lacnic.net
   11582-11584 Assigned by ARIN                                  whois.arin.net
      11585    Assigned by LACNIC                                whois.lacnic.net
   11586-11591 Assigned by ARIN                                  whois.arin.net
      11592    Assigned by LACNIC                                whois.lacnic.net
   11593-11598 Assigned by ARIN                                  whois.arin.net
      11599    Assigned by LACNIC                                whois.lacnic.net
   11600-11616 Assigned by ARIN                                  whois.arin.net
      11617    Assigned by LACNIC                                whois.lacnic.net
   11618-11641 Assigned by ARIN                                  whois.arin.net
      11642    Assigned by LACNIC                                whois.lacnic.net
      11643    Assigned by ARIN                                  whois.arin.net
      11644    Assigned by LACNIC                                whois.lacnic.net
      11645    Assigned by AFRINIC                               whois.afrinic.net
   11646-11659 Assigned by ARIN                                  whois.arin.net
      11660    Assigned by RIPE NCC                              whois.ripe.net
   11661-11663 Assigned by ARIN                                  whois.arin.net
      11664    Assigned by LACNIC                                whois.lacnic.net
   11665-11672 Assigned by ARIN                                  whois.arin.net
      11673    Assigned by LACNIC                                whois.lacnic.net
   11674-11676 Assigned by ARIN                                  whois.arin.net
