                                                                    Registrar IDs

   Last Updated
           2015-06-19

   Available Formats
           [IMG]
           XML [IMG]
           HTML [IMG]
           Plain text

   Registry included below

     * Registrar IDs

Registrar IDs

   Registration Procedure(s)

 Assigned by ICANN

   Reference
           [Not defined by an RFC]

   Available Formats
           [IMG]
           CSV

     ID                                          Registrar Name                                          Status
     768   DomainIdeas.ca Inc.                                                                         Accredited
     769   Domainlink.ca Inc.                                                                          Accredited
     770   DomainLuminary.ca Inc.                                                                      Accredited
     771   NamePal.com #8026                                                                           Accredited
     772   MyManager, Inc.                                                                             Accredited
     773   DomainParadise.ca Inc.                                                                      Accredited
     774   Domainreign.ca Inc.                                                                         Accredited
     775   Domains4u.ca Inc.                                                                           Accredited
     776   NamePal.com #8003                                                                           Accredited
     777   NamePal.com #8005                                                                           Accredited
     778   NamePal.com #8022                                                                           Accredited
     779   DomainVentures.ca Internet Services Corporation                                             Accredited
     780   NamePal.com #8006                                                                           Accredited
     781   NamePal.com #8007                                                                           Accredited
     782   NamePal.com #8021                                                                           Accredited
     783   Grabton.ca Inc.                                                                             Accredited
     784   Hipsearch.com Inc.                                                                          Accredited
     785   NamePal.com #8009                                                                           Accredited
     786   Maindomain.ca Inc.                                                                          Accredited
     787   GoName-TN.com, Inc.                                                                         Accredited
     788   NamePal.com #8020                                                                           Accredited
     789   Notablenames.ca Inc.                                                                        Accredited
     790   Premierename.ca Inc.                                                                        Accredited
     791   PrimeRegistrar.ca Inc.                                                                      Accredited
     792   NamePal.com #8019                                                                           Accredited
     793   Redomainder Internet Services Corporation                                                   Accredited
     794   RegisterMyDomains.ca Inc.                                                                   Accredited
     795   Registerone.ca Inc.                                                                         Accredited
     796   ScoopDomain.ca Inc.                                                                         Accredited
     797   Securadomain.ca Inc.                                                                        Accredited
     798   Submit.ca Inc.                                                                              Accredited
     799   TheDomainNameStore.ca Inc.                                                                  Accredited
     800   TheDomainShop.ca Inc.                                                                       Accredited
     801   WeRegisterIt.ca Inc.                                                                        Accredited
     802   WhatsYourName.ca Inc.                                                                       Accredited
     803   Wisdomain.ca Inc.                                                                           Accredited
     804   Zidodomain.ca Inc.                                                                          Accredited
     805   Domainiac.ca Inc.                                                                           Accredited
     806   Unassigned                                                                                  Accredited
     807   Simply Named Inc. dba SimplyNamed.com                                                       Terminated
     808   Registrar Company, Inc.                                                                     Terminated
     809   Ledl.net GmbH                                                                               Accredited
     810   About Domain Dot Com Solutions Pvt. Ltd. d/b/a www.aboutdomainsolutions.com                 Accredited
     811   Atlas Advanced Internet Solutions Ltd. dba Atlas Internet                                   Terminated
     812   CoolHandle Hosting, LLC                                                                     Terminated
     813   Basic Fusion, Inc.                                                                          Accredited
     814   Internet.bs Corp.                                                                           Accredited
     815   Planet Online Corp.                                                                         Accredited
     816   0101 Internet, Inc.                                                                         Accredited
     817   MAFF Inc.                                                                                   Accredited
     818   Interdominios, Inc.                                                                         Accredited
     819   Reg2C.com Inc.                                                                              Accredited
     820   ELB Group Inc.                                                                              Accredited
     821   RegisterFly.com, Inc.                                                                       Terminated
     822   Registrar Label, Inc.                                                                       Terminated
     823   Internet Service Registrar, Inc.                                                            Accredited
     824   Unassigned                                                                                  Accredited
     825   BP Holdings Group, Inc. dba IS.COM                                                          Terminated
     826   Name.net, Inc.                                                                              Accredited
     827   Mouzz Interactive, Inc.                                                                     Terminated
     828   Hetzner Online AG                                                                           Accredited
     829   Anytime Sites, Inc.                                                                         Accredited
     830   IPNIC, Inc.                                                                                 Accredited
     831   Crisp Names, Inc.                                                                           Accredited
     832   EstDomains, Inc.                                                                            Terminated
     833   Dotted Ventures, Inc.                                                                       Accredited
     834   Domain Jingles, Inc.                                                                        Terminated
     835   KuwaitNET General Trading Co.                                                               Accredited
     836   Bottle Domains, Inc.                                                                        Accredited
     837   Freeparking Domain Registrars, Inc.                                                         Accredited
     838   BatDomains.com Ltd.                                                                         Accredited
     839   Realtime Register B.V.                                                                      Accredited
     840   Nicco Ltd.                                                                                  Accredited
     841   Tiger Technologies LLC                                                                      Accredited
     842   SoftLayer Technologies, Inc.                                                                Accredited
     843   Incuborn Solutions Inc.                                                                     Terminated
     844   Minds and Machines Registrar UK Limited                                                     Accredited
     845   1800-website, LLC                                                                           Accredited
     846   123domainrenewals, LLC                                                                      Accredited
     847   Hostlane, Inc.                                                                              Accredited
     848   PrivacyPost, Inc.                                                                           Accredited
     849   Allindomains, LLC                                                                           Accredited
     850   Allaccessdomains, LLC                                                                       Accredited
     851   Addressontheweb, LLC                                                                        Accredited
     852   Atozdomainsmarket, LLC                                                                      Accredited
     853   Austriadomains, LLC                                                                         Accredited
     854   995discountdomains, LLC                                                                     Accredited
     855   24x7domains, LLC                                                                            Accredited
     856   1st-for-domain-names, LLC                                                                   Accredited
     857   Capitoldomains, LLC                                                                         Terminated
     858   Chinesedomains, LLC                                                                         Accredited
     859   Cocoislandsdomains, LLC                                                                     Accredited
     860   Belgiumdomains, LLC                                                                         Terminated
     861   Bidfordomainnames, LLC                                                                      Accredited
     862   Capitaldomains, LLC                                                                         Accredited
     863   Deutchdomains, LLC                                                                          Accredited
     864   Domaincamping, LLC                                                                          Accredited
     865   Domaindoorman, LLC                                                                          Terminated
     866   Domainhostingweb, LLC                                                                       Accredited
     867   Domaininternetname, LLC                                                                     Accredited
     868   Domainnamebidder, LLC                                                                       Accredited
     869   Domainnamelookup, LLC                                                                       Accredited
     870   Niuedomains, LLC                                                                            Accredited
     871   Samoandomains, LLC                                                                          Accredited
     872   Tuvaludomains, LLC                                                                          Accredited
     873   Unitedkingdomdomains, LLC                                                                   Accredited
     874   Chocolatecovereddomains, LLC                                                                Accredited
     875   Claimeddomains, LLC                                                                         Accredited
     876   Department-of-domains, LLC                                                                  Accredited
     877   Decentdomains, LLC                                                                          Accredited
     878   Columbiadomains, LLC                                                                        Accredited
     879   Domainbusinessnames, LLC                                                                    Accredited
     880   Domainclub.com, LLC                                                                         Accredited
     881   Domainbulkregistration, LLC                                                                 Accredited
     882   Domain-A-Go-Go, LLC                                                                         Accredited
     883   Discountdomainservices, LLC                                                                 Accredited
     884   Diggitydot, LLC                                                                             Accredited
     885   Austriandomains, LLC                                                                        Accredited
     886   Domain.com, LLC                                                                             Accredited
     887   Netdorm, Inc. dba DnsExit.com                                                               Accredited
     888   Pheenix, Inc.                                                                               Accredited
     889   Domainclip Domains, Inc.                                                                    Accredited
     890   IP Mirror Pte Ltd dba IP MIRROR                                                             Accredited
     891   Iron Mountain Intellectual Property Management, Inc.                                        Terminated
     892   Netfirms, Inc.                                                                              Terminated
     893   NetraCorp LLC dba Global Internet                                                           Accredited
     894   Domain Jamboree, LLC                                                                        Accredited
     895   Google, Inc.                                                                                Accredited
     896   Aruba SpA                                                                                   Accredited
     897   21Company, Inc. dba 21-domain.com                                                           Accredited
     898   Alantron Bilişim Ltd Şti.                                                                 Accredited
     899   Naugus Limited LLC                                                                          Accredited
     900   TPP Wholesale Pty Ltd.                                                                      Accredited
     901   AirNames.com Inc.                                                                           Accredited
     902   Arab Internet Names, Incorporated                                                           Accredited
     903   AsiaDomains, Incorporated                                                                   Accredited
     904   AvidDomains.com Inc.                                                                        Terminated
     905   CodyCorp.com Inc.                                                                           Terminated
     906   CSIRegistry.com Inc.                                                                        Terminated
     907   DNSvillage.com, Inc.                                                                        Terminated
     908   DomainHip.com Inc.                                                                          Terminated
     909   DynaNames.com Inc.                                                                          Accredited
     910   Entertainment Names, Incorporated                                                           Accredited
     911   BrandNames.com SARL                                                                         Accredited
     912   Kingdomains, Incorporated                                                                   Accredited
     913   PocketDomain.com Inc.                                                                       Accredited
     914   PostalDomains, Incorporated                                                                 Accredited
     915   Private Domains, Incorporated                                                               Accredited
     916   RallyDomains.com Inc.                                                                       Terminated
     917   SBSNames, Incorporated                                                                      Accredited
     918   Small Business Names and Certs, Incorporated                                                Accredited
     919   Traffic Names, Incorporated                                                                 Accredited
     920   TravelDomains, Incorporated                                                                 Accredited
     921   Whiteglove Domains, Incorporated                                                            Accredited
     922   Afterdark Domains, Incorporated                                                             Accredited
     923   One Putt, Inc.                                                                              Accredited
     924   Ynot Domains Corp.                                                                          Accredited
     925   Everyones Internet, Ltd. dba SoftLayer                                                      Accredited
     926   Reseller Services, Inc., dba ResellServ.com                                                 Accredited
     927   Nomer Registro de Dominio e Hospedagem de sites Ltda DBA Nomer.com.br                       Accredited
     928   Hostway Services, Inc.                                                                      Accredited
     929   AfterGen, Inc. dba JumpingDot                                                               Terminated
     930   Zipa, L.L.C.                                                                                Terminated
     931   UdomainName.com LLC                                                                         Accredited
     932   FindUAName.com LLC                                                                          Accredited
     933   YouDamain.com LLC                                                                           Accredited
     934   GoServeYourDomain.com LLC                                                                   Accredited
     935   Commerce Island, Inc.                                                                       Accredited
     936   Ground Internet, Inc.                                                                       Accredited
     937   Blue Fractal, Inc.                                                                          Accredited
     938   Sibername Internet and Software Technologies Inc.                                           Accredited
     939   Desert Devil, Inc.                                                                          Accredited
     940   Above.com Pty Ltd.                                                                          Accredited
     941   Dynamic Dolphin, Inc.                                                                       Accredited
     942   Autica Domain Services Inc.                                                                 Terminated
     943   DotSpeedy LLC dba dotspeedy.com                                                             Terminated
     944   IServeYourDomain.com LLC                                                                    Accredited
     945   Udamain.com LLC                                                                             Accredited
     946   FindYouADomain.com LLC                                                                      Accredited
     947   FindYouAName.com LLC                                                                        Accredited
     948   Kontent GmbH                                                                                Accredited
     949   Verza Domain Depot BV                                                                       Terminated
     950   A Rite Tern, LLC                                                                            Terminated
     951   Humeia Corporation                                                                          Accredited
     952   SaveMoreNames.com Inc.                                                                      Accredited
     953   Nanjing Imperiosus Technology Co. Ltd.                                                      Accredited
     954   INDOM SA                                                                                    Accredited
     955   Launchpad, Inc.                                                                             Accredited
     956   Hosting365 Inc.                                                                             Terminated
     957   Titanic Hosting, Inc.                                                                       Accredited
     958   Virtual Registrar, Inc.                                                                     Accredited
     959   Tropic Management Systems, Inc.                                                             Accredited
     960   WebZero, Inc.                                                                               Terminated
     961   Rank USA, Inc.                                                                              Accredited
     962   Red Register, Inc.                                                                          Terminated
     963   Nom d'un Net ! Sarl                                                                         Terminated
     964   Unassigned                                                                                  Accredited
     965   Domain Central Australia Pty Ltd.                                                           Accredited
     966   Web Business, LLC                                                                           Accredited
     967   ! #1 Host Australia, Inc.                                                                   Accredited
     968   ! #1 Host Germany, Inc.                                                                     Accredited
     969   ! #1 Host Brazil, Inc.                                                                      Terminated
     970   ! #1 Host China, Inc.                                                                       Accredited
     971   ! #1 Host Canada, Inc.                                                                      Accredited
     972   TPP Domains Pty Ltd. dba TPP Internet                                                       Accredited
     973   Haveaname, LLC                                                                              Accredited
     974   Netestate, LLC                                                                              Accredited
     975   Topsystem, LLC                                                                              Accredited
     976   http.net Internet GmbH                                                                      Accredited
     977   Broadspire Inc.                                                                             Terminated
     978   ! #1 Host Israel, Inc.                                                                      Accredited
     979   ! #1 Host United Kingdom, Inc.                                                              Terminated
     980   ! #1 Host Japan, Inc.                                                                       Accredited
     981   ! #1 Host Korea, Inc.                                                                       Accredited
     982   ! #1 Host Kuwait, Inc.                                                                      Terminated
     983   ! #1 Host Malaysia, Inc.                                                                    Terminated
     984   ID Genesis, LLC                                                                             Accredited
     985   Own Identity, Inc.                                                                          Accredited
     986   Mighty Bay, Inc.                                                                            Accredited
     987   Imperial Registrations, Inc.                                                                Accredited
     988   R.B. Data Net LTD.                                                                          Terminated
     989   Tarton Domain Names Ltd.                                                                    Accredited
     990   The Black Cow Corp.                                                                         Accredited
     991   Jaz Domain Names Ltd.                                                                       Accredited
     992   MojoNIC, L.L.C. dba MojoNIC.com                                                             Terminated
     993   CareerBuilder, LLC dba CareerBuilder.com                                                    Terminated
     994   $ PPC Marketing LLC                                                                         Terminated
     995   Europe Domains LLC                                                                          Terminated
     996   DomainAdministration.com, LLC                                                               Accredited
     997   NamePal.com, LLC                                                                            Accredited
     998   Tzolkin Corporation dba: TZO.COM                                                            Terminated
     999   Mobiline USA dba domainbonus.com                                                            Terminated
    1000   ******nondotcom, Inc.                                                                       Terminated
    1001   Domeneshop AS dba domainnameshop.com                                                        Accredited
    1002   Maxim Internet, Inc.                                                                        Terminated
    1003   Ekados, Inc., d/b/a groundregistry.com                                                      Accredited
    1004   Netlynx Inc.                                                                                Terminated
    1005   NetEarth One Inc. d/b/a NetEarth                                                            Accredited
    1006   Az.pl, Inc.                                                                                 Accredited
    1007   Net 4 India Limited                                                                         Accredited
    1008   eNom1008, Inc.                                                                              Accredited
    1009   eNom1009, Inc.                                                                              Accredited
    1010   eNom1010, Inc.                                                                              Accredited
    1011   101domain, Inc.                                                                             Accredited
    1012   eNom1012, Inc.                                                                              Accredited
    1013   eNom1013, Inc.                                                                              Accredited
    1014   eNom1014, Inc.                                                                              Accredited
    1015   MOBILE.CO DOMAINS CORP.                                                                     Accredited
    1016   Gee Whiz Domains, Inc.                                                                      Terminated
    1017   Black Ice Domains, Inc.                                                                     Accredited
    1018   Backslap Domains, Inc.                                                                      Accredited
    1019   Threadagent.com, Inc.                                                                       Accredited
    1020   Threadwalker.com, Inc.                                                                      Accredited
    1021   Threadwatch.com, Inc.                                                                       Accredited
    1022   NamePal.com #8010                                                                           Accredited
    1023   NamePal.com #8011                                                                           Accredited
    1024   NamePal.com #8012                                                                           Accredited
    1025   NamePal.com #8013                                                                           Accredited
    1026   NamePal.com #8014                                                                           Accredited
    1027   NamePal.com #8015                                                                           Accredited
    1028   NamePal.com #8016                                                                           Accredited
    1029   NamePal.com #8017                                                                           Accredited
    1030   Threadwise.com, Inc.                                                                        Accredited
    1031   NamePal.com #8018                                                                           Accredited
    1032   DNGLOBE LLC                                                                                 Terminated
    1033   eNom1033, Inc.                                                                              Accredited
    1034   eNom1034, Inc.                                                                              Accredited
    1035   eNom1035, Inc.                                                                              Accredited
    1036   eNom1036, Inc.                                                                              Accredited
    1037   eNom1037, Inc.                                                                              Accredited
    1038   eNom1038, Inc.                                                                              Accredited
    1039   Cheapies.com Inc.                                                                           Accredited
    1040   Dynamic Network Services, Inc.                                                              Accredited
    1041   Good Luck Internet Services PVT, LTD.                                                       Accredited
    1042   Big House Services, Inc.                                                                    Accredited
    1043   Domain Rouge, Inc.                                                                          Accredited
    1044   Enom Corporate, Inc.                                                                        Accredited
    1045   Enom GMP Services, Inc.                                                                     Accredited
    1046   Enom World, Inc.                                                                            Accredited
    1047   Enom1, Inc.                                                                                 Accredited
    1048   Enom2, Inc.                                                                                 Accredited
    1049   Enom3, Inc.                                                                                 Accredited
    1050   Enom4, Inc.                                                                                 Accredited
    1051   Enom5, Inc.                                                                                 Accredited
    1052   EuroDNS S.A.                                                                                Accredited
    1053   EnomX, Inc.                                                                                 Accredited
    1054   Retail Domains, Inc.                                                                        Accredited
    1055   Searchnresq, Inc.                                                                           Accredited
    1056   Fenominal, Inc.                                                                             Accredited
    1057   Enoma1, Inc.                                                                                Accredited
    1058   EnomTen, Inc.                                                                               Accredited
    1059   EnomToo, Inc.                                                                               Accredited
    1060   EnomV, Inc.                                                                                 Accredited
    1061   EnomAte, Inc.                                                                               Accredited
    1062   eNomsky, Inc.                                                                               Accredited
    1063   EnomMx, Inc.                                                                                Accredited
    1064   Enomnz, Inc.                                                                                Accredited
    1065   EnomAU, Inc.                                                                                Accredited
    1066   EnomEU, Inc.                                                                                Accredited
    1067   Enomfor, Inc.                                                                               Accredited
    1068   NameCheap, Inc.                                                                             Accredited
    1069   DropExtra.com, Inc.                                                                         Accredited
    1070   DropFall.com, Inc.                                                                          Accredited
    1071   DropHub.com, Inc.                                                                           Accredited
    1072   DropJump.com, Inc.                                                                          Accredited
    1073   DropLabel.com, Inc.                                                                         Accredited
    1074   DropLimited.com, Inc.                                                                       Terminated
    1075   DropSave.com, Inc.                                                                          Accredited
    1076   Domain Guardians, Inc.                                                                      Accredited
    1077   DropWalk.com, Inc.                                                                          Accredited
    1078   DropWeek.com, Inc.                                                                          Accredited
    1079   Internet Solutions (Pty) Ltd.                                                               Accredited
    1080   Locaweb Servicos de Internet S/A dba Locaweb                                                Accredited
    1081   Bargin Register, Inc.                                                                       Accredited
    1082   Register4Less, Inc.                                                                         Accredited
    1083   Curious Net, Inc.                                                                           Accredited
    1084   AsiaRegister, Inc.                                                                          Accredited
    1085   Click Registrar, Inc. d/b/a publicdomainregistry.com                                        Accredited
    1086   Marcaria.com International, Inc.                                                            Accredited
    1087   MOOZOOY MEDIA INC.                                                                          Terminated
    1088   Globe Hosting, Inc.                                                                         Terminated
    1089   Blue Gravity Communications, Inc.                                                           Terminated
    1090   Active Registrar, Inc.                                                                      Accredited
    1091   IHS Telekom, Inc.                                                                           Accredited
    1092   Best Bulk Register, Inc.                                                                    Terminated
    1093   Cool Ocean, Inc.                                                                            Accredited
    1094   HooYoo (US) Inc.                                                                            Terminated
    1095   European NIC Inc.                                                                           Terminated
    1096   Find Good Domains, Inc.                                                                     Accredited
    1097   Nettica Domains, Inc.                                                                       Accredited
    1098   Domain Mantra, Inc.                                                                         Accredited
    1099   Domain Band, Inc.                                                                           Accredited
    1100   Net Juggler, Inc.                                                                           Accredited
    1101   Power Carrier, Inc.                                                                         Accredited
    1102   Network Savior, Inc.                                                                        Accredited
    1103   Name For Name, Inc.                                                                         Accredited
    1104   Name To Fame, Inc.                                                                          Accredited
    1105   Unpower, Inc.                                                                               Accredited
    1106   Unified Servers, Inc.                                                                       Accredited
    1107   Tech Tyrants, Inc.                                                                          Accredited
    1108   Ultra Registrar, Inc.                                                                       Accredited
    1109   Trade Starter, Inc.                                                                         Accredited
    1110   FBS Inc.                                                                                    Accredited
    1111   DomainContext, Inc.                                                                         Accredited
    1112   Internet Invest, Ltd. dba Imena.ua                                                          Accredited
    1113   Instinct Solutions, Inc.                                                                    Accredited
    1114   Media Elite Holdings Limited                                                                Accredited
    1115   Visual Monster, Inc.                                                                        Accredited
    1116   Domerati, Inc.                                                                              Accredited
    1117   Platinum Registrar, Inc.                                                                    Accredited
    1118   Crystal Coal, Inc.                                                                          Accredited
    1119   Extremely Wild                                                                              Accredited
    1120   Game For Names, Inc.                                                                        Accredited
    1121   Go Full House, Inc.                                                                         Accredited
    1122   Key Registrar, Inc.                                                                         Accredited
    1123   Magic Friday, Inc.                                                                          Accredited
    1124   Need Servers, Inc.                                                                          Accredited
    1125   Name Perfections, Inc.                                                                      Accredited
    1126   Yellow Start, Inc.                                                                          Accredited
    1127   Zone Casting, Inc.                                                                          Accredited
    1128   Power Namers, Inc.                                                                          Accredited
    1129   Extend Names, Inc.                                                                          Accredited
    1130   Ever Ready Names, Inc.                                                                      Accredited
    1131   Experian Services Corp.                                                                     Accredited
    1132   Dotname Korea Corp.                                                                         Accredited
    1133   The Names Registration, Inc.                                                                Terminated
    1134   General Names, Inc.                                                                         Terminated
    1135   Best Site Names, Inc.                                                                       Terminated
    1136   Specific Name, Inc.                                                                         Terminated
    1137   Naming Associate, Inc.                                                                      Terminated
    1138   Names Real, Inc.                                                                            Terminated
    1139   Names Bond, Inc.                                                                            Terminated
    1140   Global Names Online, Inc.                                                                   Terminated
    1141   Get Real Names, Inc.                                                                        Terminated
    1142   Genuine Names, Inc.                                                                         Terminated
    1143   Your Domain King, Inc.                                                                      Accredited
    1144   The Registrar Service, Inc.                                                                 Accredited
    1145   Big Domain Shop, Inc.                                                                       Accredited
    1146   Western United Domains, Inc.                                                                Terminated
    1147   Super Name World, Inc.                                                                      Accredited
    1148   Jumbo Name, Inc.                                                                            Accredited
    1149   Go China Domains, LLC                                                                       Accredited
    1150   Go Canada Domains, LLC                                                                      Accredited
    1151   Go Australia Domains, LLC                                                                   Accredited
    1152   Go Montenegro Domains, LLC                                                                  Accredited
    1153   Go France Domains, LLC                                                                      Accredited
    1154   FastDomain Inc.                                                                             Accredited
    1155   Power Brand Center Corp.                                                                    Accredited
    1156   Identify.com Web Services LLC                                                               Terminated
    1157   AtlanticFriendNames.com LLC                                                                 Accredited
    1158   Adomainofyourown.com LLC                                                                    Accredited
    1159   Allearthdomains.com LLC                                                                     Accredited
    1160   Atomicdomainnames.com LLC                                                                   Accredited
    1161   Baronofdomains.com LLC                                                                      Accredited
    1162   Beartrapdomains.com LLC                                                                     Accredited
