                                                                    Registrar IDs

   Last Updated
           2015-06-19

   Available Formats
           [IMG]
           XML [IMG]
           HTML [IMG]
           Plain text

   Registry included below

     * Registrar IDs

Registrar IDs

   Registration Procedure(s)

 Assigned by ICANN

   Reference
           [Not defined by an RFC]

   Available Formats
           [IMG]
           CSV

     ID                                          Registrar Name                                          Status
    1321   ATXDOMAINS Inc.                                                                             Accredited
    1322   GPDOMAINS Inc.                                                                              Accredited
    1323   IDNDOMAINS Inc.                                                                             Accredited
    1324   TLDOMAINS Inc.                                                                              Accredited
    1325   VentureDomains, Inc.                                                                        Terminated
    1326   Webair Internet Development, Inc.                                                           Accredited
    1327   Vitalwerks Internet Solutions, LLC DBA No-IP                                                Accredited
    1328   RegistryGate GmbH                                                                           Accredited
    1329   Intermedia.NET, Inc.                                                                        Accredited
    1330   Microsoft Corporation                                                                       Accredited
    1331   eName Technology Co., Ltd.                                                                  Accredited
    1332   Experinom Inc.                                                                              Accredited
    1333   Samjung Data Service Co., Ltd.                                                              Accredited
    1334   #1 Internet Services International, Inc. dba 1ISI                                           Accredited
    1335   Volusion, Inc.                                                                              Accredited
    1336   Net-Chinese Co., Ltd.                                                                       Accredited
    1337   Web Werks India Pvt. Ltd d/b/a ZenRegistry.com                                              Accredited
    1338   UltraRPM, Inc. dba metapredict.com                                                          Terminated
    1339   M. G. Infocom Pvt. Ltd. dba MindGenies                                                      Terminated
    1340   Arctic Names, Inc.                                                                          Accredited
    1341   Hawthornedomains.com LLC                                                                    Accredited
    1342   Namevolcano.com LLC                                                                         Accredited
    1343   Namesalacarte.com LLC                                                                       Accredited
    1344   Namepanther.com LLC                                                                         Accredited
    1345   Key-Systems, LLC                                                                            Accredited
    1346   Sitefrenzy.com LLC                                                                          Accredited
    1347   Silverbackdomains.com LLC                                                                   Accredited
    1348   Savethename.com LLC                                                                         Accredited
    1349   Santiamdomains.com LLC                                                                      Accredited
    1350   Sammamishdomains.com LLC                                                                    Accredited
    1351   Rainydaydomains.com LLC                                                                     Accredited
    1352   GateKeeperDomains.net LLC                                                                   Accredited
    1353   Soyouwantadomain.com LLC                                                                    Accredited
    1354   Snoqulamiedomains.com LLC                                                                   Accredited
    1355   Snappyregistrar.com LLC                                                                     Accredited
    1356   Mvpdomainnames.com LLC                                                                      Accredited
    1357   Microbreweddomains.com LLC                                                                  Accredited
    1358   Masterofmydomains.net LLC                                                                   Accredited
    1359   Lakeodomains.com LLC                                                                        Accredited
    1360   Klaatudomains.com LLC                                                                       Accredited
    1361   IBI.Net, Inc.                                                                               Terminated
    1362   Regtime Ltd.                                                                                Accredited
    1363   FarStar Domains, Inc.                                                                       Terminated
    1364   Kheweul.com SA                                                                              Accredited
    1365   Open System Ltda - Me                                                                       Accredited
    1366   Xiamen ChinaSource Internet Service Co., Ltd.                                               Accredited
    1367   Paknic (Private) Limited                                                                    Accredited
    1368   1 Domain Source Ltd. dba Domain One Source, Inc.                                            Accredited
    1369   Discount Domains Ltd.                                                                       Accredited
    1370   Internet Viennaweb Service GmbH                                                             Terminated
    1371   AB NameISP                                                                                  Accredited
    1372   Sedo.com LLC                                                                                Accredited
    1373   DotArai Co., Ltd.                                                                           Accredited
    1374   Standard Names, LLC                                                                         Terminated
    1375   Register.ca Inc.                                                                            Accredited
    1376   Instra Corporation Pty Ltd.                                                                 Accredited
    1377   Alibaba (China) Technology Co., Ltd.                                                        Terminated
    1378   Hosteur SARL                                                                                Accredited
    1379   Service Development Center of the State Commission Office for Public Sector Reform          Accredited
    1380   Oi Internet S/A                                                                             Accredited
    1381   AFRIREGISTER S.A.                                                                           Accredited
    1382   Add2Net Inc.                                                                                Terminated
    1383   Soluciones Corporativas IP, SLU                                                             Accredited
    1384   DevStart, Inc.                                                                              Terminated
    1385   Relevad Corporation                                                                         Terminated
    1386   Premium Registrations Sweden AB                                                             Accredited
    1387   1API GmbH                                                                                   Accredited
    1388   Dattatec.com SRL                                                                            Accredited
    1389   Universo Online S/A (UOL)                                                                   Accredited
    1390   Mesh Digital Limited                                                                        Accredited
    1391   Azdomainz LLC                                                                               Accredited
    1392   Azprivatez LLC                                                                              Accredited
    1393   New Great Domains, Inc.                                                                     Accredited
    1394   Names In Motion, Inc.                                                                       Accredited
    1395   www.com                                                                                     Terminated
    1396   Abansys & Hostytec S.L.                                                                     Accredited
    1397   HooYoo Information Technology Company Ltd.                                                  Accredited
    1398   Net Enforcers, Inc.                                                                         Terminated
    1399   Clertech.com Inc.                                                                           Terminated
    1400   Ordipat                                                                                     Accredited
    1401   Domainfactory GmbH                                                                          Accredited
    1402   Hu Yi Global Information Resources (Holding) Company                                        Terminated
    1403   10dencehispahard, S.L.                                                                      Accredited
    1404   Web Site Source, Inc.                                                                       Accredited
    1405   Internet NAYANA Inc.                                                                        Accredited
    1406   Thought Convergence, Inc.                                                                   Accredited
    1407   SW Hosting & Communications Technologies SL dba Serveisweb                                  Accredited
    1408   united-domains AG                                                                           Accredited
    1409   Verelink, Inc.                                                                              Accredited
    1410   Alisoft (Shanghai) Co., Ltd.                                                                Terminated
    1411   DomainName Highway LLC                                                                      Accredited
    1412   China Springboard, Inc.                                                                     Accredited
    1413   Blueweb, Inc.                                                                               Terminated
    1414   Desto! Inc.                                                                                 Terminated
    1415   Hosting Art, B.V.                                                                           Accredited
    1416   Minds and Machines LLC                                                                      Accredited
    1417   Guangzhou Ming Yang Information Technology Co., Ltd.                                        Accredited
    1418   EvoPlus Ltd.                                                                                Accredited
    1419   Bharti Airtel Services Limited                                                              Accredited
    1420   InterNetworX Ltd. & Co. KG                                                                  Accredited
    1421   Lime Labs LLC                                                                               Accredited
    1422   Deviation, LLC, d/b/a Domoden                                                               Terminated
    1423   Uber Australia E1 Pty Ltd                                                                   Accredited
    1424   Interplanet, S.A. De C.V.                                                                   Accredited
    1425   Baidu.Com, Inc.                                                                             Accredited
    1426   CJSC Registrar R01                                                                          Accredited
    1427   Zog Media, Inc. DBA Zog Names                                                               Accredited
    1428   Homestead Limited dba Namevault.com                                                         Terminated
    1429   Hebei Guoji Maoyi (Shanghai) LTD dba HebeiDomains.com                                       Accredited
    1430   PURENIC JAPAN Inc.                                                                          Accredited
    1431   GLOBIX Kft.                                                                                 Accredited
    1432   Alpine Domains Inc.                                                                         Accredited
    1433   Digitrad France SAS                                                                         Accredited
    1434   Brights Consulting Inc.                                                                     Accredited
    1435   AB RIKTAD                                                                                   Accredited
    1436   Center of Ukrainian Internet Names dba UKRNAMES                                             Accredited
    1437   Sync Intertainment S.L.                                                                     Accredited
    1438   Beijing RITT - Net Technology Development Co., Ltd.                                         Accredited
    1439   Porting Access B.V.                                                                         Accredited
    1440   NetClient AS                                                                                Terminated
    1441   TurnCommerce, Inc. DBA NameBright.com                                                       Accredited
    1442   Internet Networks S.A. De C.V.                                                              Accredited
    1443   Vautron Rechenzentrum AG                                                                    Accredited
    1444   TWT S.p.A.                                                                                  Accredited
    1445   VocalSpace, LLC dba DesktopDomainer.com                                                     Terminated
    1446   Larsen Data ApS                                                                             Accredited
    1447   World Biz Domains, LLC                                                                      Accredited
    1448   Blacknight Internet Solutions Ltd.                                                          Accredited
    1449   URL Solutions, Inc.                                                                         Accredited
    1450   Domain Services Rotterdam BV                                                                Accredited
    1451   iWelt AG                                                                                    Accredited
    1452   Interweb Advertising D.B.A. Profile Builder                                                 Accredited
    1453   Directi Web Services Pvt. Ltd.                                                              Accredited
    1454   Nics Telekomünikasyon Ticaret Ltd. Şti.                                                   Accredited
    1455   Mijndomein.nl BV                                                                            Accredited
    1456   NetArt Registrar Sp. z o.o.                                                                 Accredited
    1457   Times Internet Limited                                                                      Accredited
    1458   Telefonica Brasil S.A.                                                                      Accredited
    1459   Domainmonster.com, Inc.                                                                     Accredited
    1460   Server Plan Srl                                                                             Accredited
    1461   Asusa Corporation                                                                           Terminated
    1462   One.com A/S                                                                                 Accredited
    1463   Global Domains International, Inc. DBA DomainCostClub.com                                   Accredited
    1464   NameWeb BVBA                                                                                Accredited
    1465   Hang Zhou E-Business Services Co., Ltd                                                      Accredited
    1466   Lexsynergy Limited                                                                          Accredited
    1467   Register NV dba Register.eu                                                                 Accredited
    1468   Virtucom Networks S.A.                                                                      Accredited
    1469   Jiangsu Bangning Science and technology Co. Ltd.                                            Accredited
    1470   Shanghai Yovole Networks, Inc.                                                              Accredited
    1471   Astutium Limited                                                                            Accredited
    1472   LiquidNet Ltd.                                                                              Accredited
    1473   Jungbonet Co., Ltd                                                                          Accredited
    1474   Wixi Incorporated                                                                           Accredited
    1475   April Sea Information Technology Corporation                                                Accredited
    1476   World4You Internet Services GmbH                                                            Accredited
    1477   Name108, Inc.                                                                               Accredited
    1478   CV. Jogjacamp                                                                               Accredited
    1479   Namesilo, LLC                                                                               Accredited
    1480   The Registrar Company B.V.                                                                  Accredited
    1481   Hu Yi Global Information Hong Kong Limited                                                  Accredited
    1482   SARL VIADUC                                                                                 Accredited
    1483   Neubox Internet S.A. de C.V.                                                                Accredited
    1484   Infocom Network Ltd.                                                                        Accredited
    1485   Japan Registry Services Co., Ltd.                                                           Accredited
    1486   IT Boost Corp.                                                                              Accredited
    1487   IndiaLinks Web Hosting Pvt Ltd.                                                             Accredited
    1488   Demys Limited                                                                               Accredited
    1489   Megazone Corp., dba HOSTING.KR                                                              Accredited
    1490   dm3 Digital Media Marketing and Monitoring FZ-LLC                                           Accredited
    1491   Koreacenter.com co., Ltd.                                                                   Accredited
    1492   Neen Srl                                                                                    Accredited
    1493   Ilait AB                                                                                    Accredited
    1494   Beijing Guoxu Network Technology Co., Ltd.                                                  Accredited
    1495   BigRock Solutions Ltd.                                                                      Accredited
    1496   DomainRegi, LLC                                                                             Accredited
    1497   ELSERVER SRL                                                                                Accredited
    1498   NetBulk NV                                                                                  Terminated
    1499   Ghana Dot Com Ltd.                                                                          Accredited
    1500   Tirupati Domains And Hosting Pvt. Ltd.                                                      Accredited
    1501   DotRoll Kft.                                                                                Accredited
    1502   Gabia C&S                                                                                   Accredited
    1503   PT Ardh Global Indonesia                                                                    Accredited
    1504   camPoint AG                                                                                 Accredited
    1505   Gransy s.r.o. d/b/a subreg.cz                                                               Accredited
    1506   Gesloten Domain N.V.                                                                        Accredited
    1507   RIDE Co., Ltd.                                                                              Terminated
    1508   TOGLODO S.A.                                                                                Accredited
    1509   Cosmotown, Inc.                                                                             Accredited
    1510   Name118, Inc.                                                                               Accredited
    1511   Name113, Inc.                                                                               Accredited
    1512   Name112, Inc.                                                                               Accredited
    1513   Name104, Inc.                                                                               Accredited
    1514   Name111, Inc.                                                                               Accredited
    1515   Webfusion Ltd.                                                                              Accredited
    1516   Guangzhou Ehost Tech. Co. Ltd.                                                              Accredited
    1517   HOAPDI, Inc.                                                                                Accredited
    1518   Shanghai Best Oray Information S&T Co., Ltd                                                 Accredited
    1519   NETIM SARL                                                                                  Accredited
    1520   Adknowledge, Inc.                                                                           Accredited
    1521   Yexa.com Pty Ltd.                                                                           Accredited
    1522   home.pl S.A.                                                                                Terminated
    1523   Tong Ji Ming Lian (Beijing) Technology Corporation Ltd.                                     Accredited
    1524   Networking4all B.V.                                                                         Accredited
    1525   Guangdong JinWanBang Technology Investment Co., Ltd.                                        Accredited
    1526   Hogan Lovells International LLP                                                             Accredited
    1527   DOMAIN NAME NETWORK PTY LTD                                                                 Accredited
    1528   Groupe MIT SARL                                                                             Accredited
    1529   DomainLocal LLC                                                                             Accredited
    1530   Pacific Online Inc.                                                                         Accredited
    1531   Automattic Inc.                                                                             Accredited
    1532   Kinx Co., Ltd.                                                                              Accredited
    1533   Good Domain Registry Pvt Ltd.                                                               Accredited
    1534   Aerotek Bilisim Taahut Sanayi Ve Ticaret Ltd Sti.                                           Accredited
    1535   TheNameCo LLC                                                                               Accredited
    1536   BoteroSolutions.com S.A.                                                                    Accredited
    1537   NameJolt.com LLC                                                                            Accredited
    1538   NameTell.com LLC                                                                            Accredited
    1539   Nameling.com LLC                                                                            Accredited
    1540   Domainwards.com LLC                                                                         Accredited
    1541   DomainPrime.com LLC                                                                         Accredited
    1542   Korea Server Hosting Inc.                                                                   Accredited
    1543   Name110, Inc.                                                                               Accredited
    1544   Name114, Inc.                                                                               Accredited
    1545   Name115, Inc.                                                                               Accredited
    1546   Name116, Inc.                                                                               Accredited
    1547   Name117, Inc.                                                                               Accredited
    1548   Name119, Inc.                                                                               Accredited
    1549   Name120, Inc.                                                                               Accredited
    1550   Name109, Inc.                                                                               Accredited
    1551   Name107, Inc.                                                                               Accredited
    1552   Name106, Inc.                                                                               Accredited
    1553   Small World Communications, Inc.                                                            Accredited
    1554   DomainSnap, LLC                                                                             Accredited
    1555   Hangzhou AiMing Network Co., LTD                                                            Accredited
    1556   Chengdu West Dimension Digital Technology Co., Ltd.                                         Accredited
    1557   Netowl, Inc.                                                                                Accredited
    1558   SiliconHouse.Net Pvt. Ltd.                                                                  Accredited
    1559   Dynadot2 LLC                                                                                Accredited
    1560   Genious Communications SARL/AU                                                              Accredited
    1561   Purity Names Incorporated                                                                   Accredited
    1562   Badger Inc.                                                                                 Accredited
    1563   Foshan YiDong Network Co., LTD                                                              Accredited
    1564   TLD Registrar Solutions Ltd.                                                                Accredited
    1565   DreamScape Networks FZ-LLC                                                                  Accredited
    1566   NameSector LLC                                                                              Accredited
    1567   NameSay LLC                                                                                 Accredited
    1568   DomainFalcon LLC                                                                            Accredited
    1569   DomainHood LLC                                                                              Accredited
    1570   DomainExtreme LLC                                                                           Accredited
    1571   WorthyDomains LLC                                                                           Accredited
    1572   GlamDomains LLC                                                                             Accredited
    1573   NameStrategies LLC                                                                          Accredited
    1574   DotNamed LLC                                                                                Accredited
    1575   ZoomRegistrar LLC                                                                           Accredited
    1576   DomainDelights LLC                                                                          Accredited
    1577   NameForward LLC                                                                             Accredited
    1578   TradeNamed LLC                                                                              Accredited
    1579   ProNamed LLC                                                                                Accredited
    1580   NameBrew LLC                                                                                Accredited
    1581   Binero AB                                                                                   Accredited
    1582   Tecnologia, Desarrollo Y Mercado, S. de R.L de C.V.                                         Accredited
    1583   Web Drive Ltd                                                                               Accredited
    1584   Tsukaerunet Co., Ltd.                                                                       Accredited
    1586   Mat Bao Trading & Service Company Limited d/b/a Mat Bao                                     Accredited
    1587   Mijn InternetOplossing B.V.                                                                 Accredited
    1588   Beijing Sanfront Information Technology Co., Ltd                                            Accredited
    1589   XYZ.COM LLC                                                                                 Accredited
    1590   ChinaNet Technology (SuZhou) CO., LTD                                                       Accredited
    1591   Promo People inc.                                                                           Accredited
    1593   Powered by Domain.com LLC                                                                   Accredited
    1594   Anessia Inc.                                                                                Accredited
    1595   DanCue Inc.                                                                                 Accredited
    1596   BraveNames Inc.                                                                             Accredited
    1597   GreenZoneDomains Inc.                                                                       Accredited
    1598   EastNames Inc.                                                                              Accredited
    1599   Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn)                                     Accredited
    1600   Estrategias WebSite S.L.                                                                    Accredited
    1601   Atak Domain Hosting Internet ve Bilgi Teknolojileri Limited Sirketi d/b/a Atak Teknoloji    Accredited
    1603   TransIP B.V.                                                                                Accredited
    1604   DanDomains A/S                                                                              Accredited
    1605   Chengdu Fly-Digital Technology Co., Ltd                                                     Accredited
    1606   Limited Liability Company "Registrar of domain names REG.RU"                                Accredited
    1607   CCI REG S.A.                                                                                Accredited
    1608   Beijing Tong Guan Xin Tian Technology Ltd (Novaltel)                                        Accredited
    1609   Synergy Wholesale Pty Ltd                                                                   Accredited
    1610   NamesHere LLC                                                                               Accredited
    1611   DomainGetter LLC                                                                            Accredited
    1612   DomainCritics LLC                                                                           Accredited
    1613   AccentDomains LLC                                                                           Accredited
    1614   DomainAhead LLC                                                                             Accredited
    1615   VisualNames LLC                                                                             Accredited
    1616   NameTurn LLC                                                                                Accredited
    1617   PresidentialDomains LLC                                                                     Accredited
    1618   DomainTact LLC                                                                              Accredited
    1619   GuangDong NaiSiNiKe Information Technology Co Ltd.                                          Accredited
    1620   EJEE Group Holdings Limited                                                                 Accredited
    1621   Shanghai Meicheng Technology Information Co., Ltd                                           Accredited
    1622   Swedish Domains AB                                                                          Accredited
    1623   Registrar Manager, Inc.                                                                     Accredited
    1624   Shanghai Oweb Network Co., Ltd                                                              Accredited
    1625   LEMARIT Domain Management GmbH                                                              Accredited
    1626   Domainbox Limited                                                                           Accredited
    1627   Domainmonster Limited                                                                       Accredited
    1628   ZNet Technologies Pvt Ltd.                                                                  Accredited
    1629   Hangzhou Duomai E-Commerce Co., Ltd                                                         Accredited
    1630   Ligne Web Services SARL                                                                     Accredited
    1631   Fujian Litian Network Technology Co., Ltd                                                   Accredited
    1632   Century Oriental International Co., Ltd.                                                    Accredited
    1633   NamePal.com #8027                                                                           Accredited
    1634   Web IP Pty Ltd                                                                              Accredited
    1635   Beijing Midwest Taian Technology Services Ltd.                                              Accredited
    1636   Hostinger, UAB                                                                              Accredited
    1637   Dynadot0 LLC                                                                                Accredited
    1638   Dynadot1 LLC                                                                                Accredited
    1639   eBrand Services S.A.                                                                        Accredited
    1640   Beijing Wangzun Technology Co., Ltd                                                         Accredited
    1641   Brennercom Limited                                                                          Accredited
    1642   EmpireStateDomains Inc.                                                                     Accredited
    1643   NorthNames Inc                                                                              Accredited
    1644   SouthNames Inc                                                                              Accredited
    1645   DiaMatrix C.C.                                                                              Accredited
    1646   Vigson Inc                                                                                  Accredited
    1647   Hosting Concepts B.V. dba Openprovider                                                      Accredited
    1649   P.A. Viet Nam Company Limited                                                               Accredited
    1651   Dynadot3 LLC                                                                                Accredited
    1652   Dynadot4 LLC                                                                                Accredited
    1653   Dynadot5 LLC                                                                                Accredited
    1654   Ourdomains Limited                                                                          Accredited
    1655   Xiamen Nawang Technology Co., Ltd                                                           Accredited
    1656   Kagoya Japan Inc.                                                                           Accredited
    1657   WHT Co., Ltd                                                                                Accredited
    1658   Rethem Hosting LLC                                                                          Accredited
    1659   Uniregistrar Corp                                                                           Accredited
    1660   Domainshype.com, Inc.                                                                       Accredited
    1661   Domdrill.com, Inc.                                                                          Accredited
    1662   Enset Registrar, Inc.                                                                       Accredited
    1663   Hotdomaintrade.com, Inc.                                                                    Accredited
    1664   Namware.com, Inc.                                                                           Accredited
    1665   Vertex names.com, Inc.                                                                      Accredited
    1666   OpenTLD B.V.                                                                                Accredited
    1667   Seymour Domains, LLC                                                                        Accredited
    1668   EastEndDomains, LLC                                                                         Accredited
    1669   InlandDomains, LLC                                                                          Accredited
    1670   AtlanticDomains, LLC                                                                        Accredited
    1671   MidWestDomains, LLC                                                                         Accredited
    1672   PacificDomains, LLC                                                                         Accredited
    1673   BDL Systemes SAS dba ProDomaines                                                            Accredited
    1674   Domainia Inc.                                                                               Accredited
    1675   CV. Rumahweb Indonesia                                                                      Accredited
    1676   Net Logistics Pty. Ltd.                                                                     Accredited
    1677   AcquiredNames LLC                                                                           Accredited
    1678   BlastDomains LLC                                                                            Accredited
    1679   BlockHost LLC                                                                               Accredited
    1680   ComfyDomains LLC                                                                            Accredited
    1681   DomainCraze LLC                                                                             Accredited
    1682   DomainCreek LLC                                                                             Accredited
    1683   DomainLadder LLC                                                                            Accredited
    1684   DomainPicking LLC                                                                           Accredited
    1685   EchoDomain LLC                                                                              Accredited
    1686   InsaneNames LLC                                                                             Accredited
    1687   LiteDomains LLC                                                                             Accredited
    1688   NameBake LLC                                                                                Accredited
    1689   NameChild LLC                                                                               Accredited
    1690   NoticedDomains LLC                                                                          Accredited
    1691   ReclaimDomains LLC                                                                          Accredited
    1692   RegistrarDirect LLC                                                                         Accredited
    1693   TotallyDomain LLC                                                                           Accredited
    1694   WhatIsYourDomain LLC                                                                        Accredited
    1695   AvidDomain LLC                                                                              Accredited
    1696   HOSTPOINT AG                                                                                Accredited
    1697   DNSPod, Inc.                                                                                Accredited
    1698   GoName.com, Inc.                                                                            Accredited
    1699   Hostserver GmbH                                                                             Accredited
    1700   ingenit GmbH & Co. KG                                                                       Accredited
    1701   DOMAINOO SAS                                                                                Accredited
    1702   Alexander the Great, LLC                                                                    Accredited
    1703   Cyrus the Great, LLC                                                                        Accredited
    1704   Julius Caesar, LLC                                                                          Accredited
    1705   Network Information Center Mexico, S.C.                                                     Accredited
    1708   Nominet Registrar Services Limited                                                          Accredited
    1710   Nhan Hoa Software Company Ltd                                                               Accredited
    1712   Number One Web Hosting Limited                                                              Accredited
    1714   Only Domains Limited                                                                        Accredited
    1715   DevilDogDomains.com, LLC                                                                    Accredited
    1716   EU Technology (HK) Limited                                                                  Accredited
    1717   Netzadresse.at Domain Service GmbH                                                          Accredited
    1718   Dynadot6 LLC                                                                                Accredited
    1719   Dynadot7 LLC                                                                                Accredited
    1720   Dynadot8 LLC                                                                                Accredited
    1721   JPRS Registrar Co., Ltd                                                                     Accredited
    1722   Tianjin Zhuiri Science and Technology Development Co. Ltd                                   Accredited
    1723   Internet Domain Name System Beijing Engineering Research Center LLC (ZDNS)                  Accredited
    1724   Stork Registry Inc.                                                                         Accredited
    1725   Global Village GmbH                                                                         Accredited
