                                                  Language Subtag Registry - Registration Templates

   Last Updated
           2018-11-30

   Registration Procedure(s)

 IESG-Appointed Language Subtag Reviewer

   Reference
           [RFC5646]

   Note

 [RFC5646] defines an IANA-maintained registry of language subtags, which
 is available at [IANA registry language-subtag-registry]. The
 following is the archive of language subtag registration templates.


   Available Formats
           [IMG]
           XML [IMG]
           HTML [IMG]
           Plain text

   Available Formats
           [IMG]
           CSV

       Type           Subtag              Template            Date
   language      tde               tde.txt                 2010-03-24
   language      tdm               tdm.txt                 2016-06-10
   language      tdu               tdu.txt                 2016-06-10
   language      tez               tez.txt                 2018-03-20
   language      tgg               tgg.txt                 2013-09-23
   language      tgj               tgj.txt                 2012-08-27
   language      tgn               tgn.txt                 2010-03-24
   language      tgz               tgz.txt                 2012-08-27
   language      thc               thc.txt                 2016-06-10
   language      thx               thx.txt                 2015-02-18
   language      tid               tid.txt                 2016-06-10
   language      tie               tie.txt                 2011-08-24
   language      tjl               tjl.txt                 2012-08-27
   language      tjw               tjw.txt                 2013-09-23
   language      tkg               tkg.txt                 2011-08-24
   language      tkg               tkg-2012-08-27.txt      2012-08-27
   language      tkk               tkk.txt                 2011-08-24
   language      tkv               tkv.txt                 2014-03-13
   language      tlh               tlh.txt                 2018-03-20
   language      tlt               tlt.txt                 2016-06-10
   language      tlw               tlw.txt                 2012-08-27
   language      tmp               tmp.txt                 2016-06-10
   language      tne               tne.txt                 2016-06-10
   language      tnf               tnf.txt                 2010-03-24
   language      tnr               tnr.txt                 2013-09-23
   language      tnz               tnz.txt                 2016-06-10
   language      toe               toe.txt                 2016-06-10
   language      tru               tru.txt                 2012-08-27
   language      tsf               tsf.txt                 2015-02-18
   language      tsm               tsm.txt                 2010-03-24
   language      tst               tst.txt                 2011-08-24
   language      tut               tut.txt                 2009-04-07
   language      tvu               tvu.txt                 2012-08-27
   language      txj               txj.txt                 2015-02-18
   language      tye               tye.txt                 2013-09-23
   language      tyj               tyj.txt                 2016-06-10
   language      tzl               tzl.txt                 2013-09-23
   language      ubl               ubl.txt                 2010-03-24
   language      ukk               ukk.txt                 2017-03-03
   language      uky               uky.txt                 2012-08-27
   language      ule               ule.txt                 2013-09-23
   language      ulw               ulw.txt                 2010-03-24
   language      unn               unn.txt                 2013-09-23
   language      unp               unp.txt                 2012-08-27
   language      unu               unu.txt                 2013-09-23
   language      uok               uok.txt                 2015-02-18
   language      uve               uve.txt                 2013-09-23
   language      vaj               vaj.txt                 2015-02-18
   language      vaj               vaj-2018-10-28.txt      2018-10-31
   language      vbk               vbk.txt                 2010-03-24
   language      vmb               vmb.txt                 2013-09-23
   language      vmg               vmg.txt                 2013-09-23
   language      wal               wal.txt                 2008-08-18
   language      wax               wax.txt                 2013-09-23
   language      wbf               wbf.txt                 2013-09-23
   language      wbs               wbs.txt                 2017-03-03
   language      wdk               wdk.txt                 2013-09-23
   language      wdy               wdy.txt                 2013-09-23
   language      weg               weg.txt                 2013-09-23
   language      wei               wei.txt                 2011-08-24
   language      weo               weo.txt                 2012-08-27
   language      weu               weu.txt                 2012-08-27
   language      wgb               wgb.txt                 2010-03-24
   language      wgu               wgu.txt                 2012-08-27
   language      wgw               wgw.txt                 2010-03-24
   language      wha               wha.txt                 2016-06-10
   language      wit               wit.txt                 2013-09-23
   language      wiv               wiv.txt                 2012-08-27
   language      wiw               wiw.txt                 2012-08-27
   language      wky               wky.txt                 2013-09-23
   language      wnn               wnn.txt                 2013-09-23
   language      wny               wny.txt                 2012-08-27
   language      wo                wo.txt                  2010-10-12
   language      wrk               wrk.txt                 2012-08-27
   language      wro               wro.txt                 2012-08-27
   language      wsg               wsg.txt                 2016-06-10
   language      wtf               wtf.txt                 2011-08-24
   language      wth               wth.txt                 2013-09-23
   language      wwb               wwb.txt                 2012-08-27
   language      wxw               wxw.txt                 2013-09-23
   language      wyi               wyi.txt                 2013-09-23
   language      xaj               xaj.txt                 2014-03-13
   language      xak               xak.txt                 2016-06-10
   language      xam               xam.txt                 2015-03-06
   language      xam               xam-2018-10-28.txt      2018-10-31
   language      xba               xba.txt                 2016-06-10
   language      xbb               xbb.txt                 2010-03-24
   language      xbd               xbd.txt                 2013-09-23
   language      xbe               xbe.txt                 2013-09-23
   language      xbg               xbg.txt                 2013-09-23
   language      xbj               xbj.txt                 2013-09-23
   language      xbn               xbn.txt                 2010-03-24
   language      xbp               xbp.txt                 2013-09-23
   language      xbx               xbx.txt                 2016-06-10
   language      xby               xby.txt                 2013-09-23
   language      xch               xch.txt                 2010-03-24
   language      xda               xda.txt                 2013-09-23
   language      xdk               xdk.txt                 2013-09-23
   language      xdo               xdo.txt                 2017-03-03
   language      xeg               xeg.txt                 2015-03-06
   language      xeg               xeg-2018-10-28.txt      2018-10-31
   language      xgb               xgb.txt                 2012-08-27
   language      xgd               xgd.txt                 2013-09-23
   language      xgg               xgg.txt                 2013-09-23
   language      xgi               xgi.txt                 2013-09-23
   language      xgm               xgm.txt                 2013-09-23
   language      xgm               xgm-20140313.txt        2014-03-13
   language      xgu               xgu.txt                 2012-08-27
   language      xgw               xgw.txt                 2013-09-23
   language      xia               xia.txt                 2013-09-23
   language      xip               xip.txt                 2016-06-10
   language      xis               xis.txt                 2014-03-13
   language      xjb               xjb.txt                 2013-09-23
   language      xjt               xjt.txt                 2013-09-23
   language      xkb               xkb.txt                 2010-03-24
   language      xkh               xkh.txt                 2016-06-10
   language      xmd               xmd.txt                 2011-08-24
   language      xmv               xmv.txt                 2011-08-24
   language      xni               xni.txt                 2013-09-23
   language      xnk               xnk.txt                 2013-09-23
   language      xnt               xnt.txt                 2010-03-24
   language      xnu               xnu.txt                 2013-09-23
   language      xny               xny.txt                 2013-09-23
   language      xnz               xnz.txt                 2012-08-27
   language      xpa               xpa.txt                 2013-09-23
   language      xpj               xpj.txt                 2012-08-27
   language      xpq               xpq.txt                 2010-03-24
   language      xpt               xpt.txt                 2013-09-23
   language      xrd               xrd.txt                 2013-09-23
   language      xrg               xrg.txt                 2013-09-23
   language      xrq               xrq.txt                 2013-09-23
   language      xsb               xsb.txt                 2012-08-27
   language      xsj               xsj.txt                 2015-02-18
   language      xth               xth.txt                 2013-09-23
   language      xtv               xtv.txt                 2013-09-23
   language      xud               xud.txt                 2012-08-27
   language      xul               xul.txt                 2013-09-23
   language      xun               xun.txt                 2012-08-27
   language      xun               xun-20130923.txt        2013-09-23
   language      xuu               xuu.txt                 2017-03-03
   language      xwd               xwd.txt                 2013-09-23
   language      xwj               xwj.txt                 2013-09-23
   language      xwk               xwk.txt                 2013-09-23
   language      xwt               xwt.txt                 2013-09-23
   language      xww               xww.txt                 2013-09-23
   language      xxm               xxm.txt                 2013-09-23
   language      xya               xya.txt                 2013-09-23
   language      xyb               xyb.txt                 2013-09-23
   language      xyj               xyj.txt                 2013-09-23
   language      xyk               xyk.txt                 2013-09-23
   language      xyt               xyt.txt                 2013-09-23
   language      xyy               xyy.txt                 2012-08-27
   language      yak               yak.txt                 2010-03-24
   language      yan               yan.txt                 2010-03-24
   language      ybd               ybd.txt                 2012-08-27
   language      yda               yda.txt                 2013-09-23
   language      yds               yds.txt                 2015-02-18
   language      yen               yen.txt                 2012-08-27
   language      yes               yes.txt                 2012-08-27
   language      yga               yga.txt                 2012-08-27
   language      ygi               ygi.txt                 2013-09-23
   language      ygu               ygu.txt                 2013-09-23
   language      ygs               ygs.txt                 2014-03-13
   language      yhs               yhs.txt                 2015-05-03
   language      yiy               yiy.txt                 2013-09-23
   language      yly               yly.txt                 2013-09-23
   language      ykn               ykn.txt                 2012-08-27
   language      yku               yku.txt                 2012-08-27
   language      ylb               ylb.txt                 2010-03-24
   language      yma               yma.txt                 2012-08-27
   language      ymt               ymt.txt                 2015-02-18
   language      ynh               ynh.txt                 2015-02-18
   language      ynq               ynq.txt                 2012-08-27
   language      yon               yon.txt                 2011-08-24
   language      yos               yos.txt                 2013-09-23
   language      yot               yot.txt                 2012-08-27
   language      yri               yri.txt                 2016-06-10
   language      yrm               yrm.txt                 2013-09-23
   language      yro               yro.txt                 2016-06-10
   language      yry               yry.txt                 2013-09-23
   language      ysg               ysg.txt                 2012-08-27
   language      ytw               ytw.txt                 2010-03-24
   language      yty               yty.txt                 2013-09-23
   language      yue               yue.txt                 2014-10-12
   language      yuu               yuu.txt                 2014-03-13
   language      ywg               ywg.txt                 2013-09-23
   language      ywt               ywt.txt                 2012-08-27
   language      yxa               yxa.txt                 2013-09-23
   language      yxg               yxg.txt                 2012-08-27
   language      yxl               yxl.txt                 2013-09-23
   language      yxm               yxm.txt                 2013-09-23
   language      yxu               yxu.txt                 2013-09-23
   language      yxy               yxy.txt                 2012-08-27
   language      yyr               yyr.txt                 2013-09-23
   language      zab               zab.txt                 2016-06-10
   language      zgh               zgh.txt                 2013-01-25
   language      zkd               zkd.txt                 2012-08-27
   language      zkn               zkn.txt                 2012-08-27
   language      zil               zil.txt                 2011-08-24
   language      zrn               zrn.txt                 2010-03-24
   language      zyp               zyp.txt                 2013-09-23
   language      zxx               zxx.txt                 2008-05-06
   extlang       asf               asf-extlang.txt         2018-03-20
   extlang       gds               gds-extlang.txt         2012-08-27
   extlang       hps               hps-extlang.txt         2014-03-13
   extlang       iks               iks-extlang.txt         2015-02-18
   extlang       jls               jls-extlang.txt         2010-03-24
   extlang       lce               lce-extlang.txt         2016-06-10
   extlang       lsg               lsg-extlang.txt         2018-03-20
   extlang       lsy               lsy-extlang.txt         2010-03-24
   extlang       ltg               ltg-extlang.txt         2010-03-24
   extlang       lvs               lvs-extlang.txt         2010-03-24
   extlang       lws               lws-extlang.txt         2018-03-20
   extlang       pys               pys-extlang.txt         2010-03-24
   extlang       rsi               rsi-extlang.txt         2017-03-03
   extlang       rsm               rsm-extlang.txt         2016-06-10
   extlang       sqk               sqk-extlang.txt         2012-08-27
   extlang       szs               szs-extlang.txt         2017-03-03
   extlang       tsm               tsm-extlang.txt         2010-03-24
   extlang       wbs               wbs-extlang.txt         2017-03-03
   extlang       yds               yds-extlang.txt         2015-02-18
   extlang       ygs               ygs-extlang.txt         2014-03-13
   extlang       yhs               yhs-extlang.txt         2015-05-03
   extlang       yue               yue-extlang.txt         2014-10-12
   region        AN                AN.txt                  2011-01-11
   region        BQ                BQ.txt                  2011-01-11
   region        BQ                BQ-20110824.txt         2011-08-24
   region        CV                CV.txt                  2014-03-27
   region        CW                CW.txt                  2011-01-11
   region        CZ                CZ.txt                  2016-10-12
   region        EZ                EZ.txt                  2016-07-19
   region        LY                LY.txt                  2011-12-02
   region        MD                MD.txt                  2008-08-18
   region        MF                MF.txt                  2011-01-11
   region        PS                ps.txt                  2013-02-28
   region        SH                SH-region.txt           2010-03-24
   region        SS                SS.txt                  2011-08-25
   region        SX                SX.txt                  2011-01-11
   region        SZ                SZ.txt                  2018-08-08
   region        UN                UN.txt                  2016-07-19
   region        003               003.txt                 2010-08-17
   region        021               021.txt                 2010-08-17
   region        202               202.txt                 2017-04-19
   script        Adlm              adlm.txt                2014-12-17
   script        Afak              afak.txt                2011-01-11
   script        Aghb              aghb.txt                2012-11-01
   script        Ahom              ahom.txt                2013-12-13
   script        Aran              aran.txt                2014-12-17
   script        Bamu              bamu.txt                2009-07-30
   script        Bass              bass.txt                2010-04-19
   script        Beng              Beng.txt                2017-01-19
   script        Bhks              bhks.txt                2015-08-04
   script        Cpmn              Cpmn.txt                2017-08-15
   script        Cprt              Cprt.txt                2017-08-15
   script        Dogr              Dogr.txt                2017-01-19
   script        Dupl              dupl.txt                2010-08-17
   script        Elba              elba.txt                2010-08-17
   script        Elym              Elym.txt                2018-10-31
   script        Geor              Geor.txt                2017-01-19
   script        Gong              Gong.txt                2017-01-19
   script        Gonm              Gonm.txt                2017-01-19
   script        Gran              gran.txt                2009-12-14
   script        Hanb              hanb.txt                2016-02-10
   script        Hatr              hatr.txt                2013-12-13
   script        Hluw              hluw.txt                2012-01-04
   script        Hmnp              Hmnp.txt                2017-08-15
   script        Hrkt              hrkt.txt                2011-08-24
   script        Hung              hung.txt                2012-11-01
   script        Jamo              jamo.txt                2016-02-10
   script        Jurc              jurc.txt                2011-01-11
   script        Khoj              khoj.txt                2011-08-24
   script        Kitl              kitl.txt                2014-12-17
   script        Kits              kits.txt                2014-12-17
   script        Kpel              kpel.txt                2010-04-19
   script        Leke              leke.txt                2015-08-04
   script        Lisu              lisu.txt                2009-03-13
   script        Loma              loma.txt                2010-04-19
   script        Mahj              mahj.txt                2012-11-01
   script        Maka              Maka.txt                2017-01-19
   script        Marc              marc.txt                2014-12-17
   script        Medf              Medf.txt                2017-01-19
   script        Mend              mend.txt                2010-04-19
   script        Mend              mend-20131213.txt       2013-12-13
   script        Merc              merc.txt                2009-12-14
   script        Mero              mero.txt                2009-12-14
   script        Modi              modi.txt                2013-12-13
   script        Mroo              mroo.txt                2011-01-11
   script        Mult              mult.txt                2013-12-13
   script        Nand              Nand.txt                2018-10-31
   script        Narb              narb.txt                2010-04-19
   script        Nbat              nbat.txt                2010-04-19
   script        Newa              newa.txt                2016-01-10
   script        Nkdb              Nkdb.txt                2017-08-15
   script        Nkgb              Nkgb.txt                2009-03-13
   script        Nkgb-20170815     nkgb-20170815.txt       2017-08-15
   script        Nshu              nshu.txt                2011-01-11
   script        Orkh              orkh.txt                2009-07-30
   script        Orya              Orya.txt                2017-01-19
   script        Osge              osge.txt                2014-12-17
   script        Palm              palm.txt                2010-04-19
   script        Pauc              pauc.txt                2013-12-13
   script        Piqd              piqd.txt                2016-01-10
   script        Plrd              plrd.txt                2009-03-13
   script        Rohg              Rohg.txt                2017-12-14
   script        Sarb              sarb.txt                2009-07-30
   script        Shrd              shrd.txt                2011-01-11
   script        Shui              Shui.txt                2017-08-15
   script        Sidd              sidd.txt                2013-12-13
   script        Sind              sind.txt                2010-08-17
   script        Sind              sind-20110111.txt       2011-01-11
   script        Sogd              Sogd.txt                2017-12-14
   script        Sogo              Sogo.txt                2017-12-14
   script        Sora              sora.txt                2011-01-11
   script        Soyo              Soyo.txt                2017-01-19
   script        Takr              takr.txt                2011-01-11
   script        Tang              tang.txt                2011-01-11
   script        Tglg              tglg.txt                2009-03-13
   script        Tirh              tirh.txt                2011-08-24
   script        Wara              wara.txt                2009-12-14
   script        Wcho              Wcho.txt                2017-08-15
   script        Wole              wole.txt                2011-01-11
   script        Zanb              Zanb.txt                2017-01-19
   script        Zinh              zinh.txt                2009-04-07
   script        Zsye              zsye.txt                2016-01-10
   variant       1606nict          1606nict.txt            2007-08-08
   variant       1694acad          1694acad.txt            2007-08-07
   variant       1959acad          1959acad.txt            2008-10-02
   variant       abl1943           abl1943.txt             2015-05-12
   variant       akuapem           akuapem.txt             2017-06-07
   variant       alalc97           alalc97.txt             2009-12-14
   variant       aluku             aluku.txt               2009-09-09
   variant       ao1990            ao1990.txt              2015-05-12
   variant       ao1990-2015-06-01 ao1990-2015-06-01-1.txt 2015-06-08
   variant       ao1990-2015-06-01 ao1990-2015-06-01-2.txt 2015-06-08
   variant       ao1990-2015-06-01 ao1990-2015-06-01-3.txt 2015-06-08
   variant       aranes            aranes.txt              2018-04-23
   variant       arevela           arevela.txt             2007-08-07
   variant       arevmda           arevmda.txt             2007-08-07
   variant       asante            asante.txt              2017-06-07
   variant       auvern            auvern.txt              2018-04-23
   variant       baku1926          baku1926.txt            2007-08-07
   variant       balanka           balanka.txt             2014-02-18
   variant       barla             barla.txt               2013-12-13
   variant       basiceng          basiceng.txt            2016-01-10
   variant       bauddha           bauddha.txt             2010-07-28
   variant       biscayan          biscayan.txt            2010-04-19
   variant       biske             biske.txt               2007-07-11
   variant       boont             boont.txt               2007-08-07
   variant       bohoric           bohoric.txt             2012-07-05
   variant       bohoric           bohoric-20140121.txt    2014-01-21
   variant       cisaup            cisaup.txt              2018-04-23
   variant       colb1945          colb1945.txt            2015-05-12
   variant       cornu             cornu.txt               2015-12-16
   variant       creiss            creiss.txt              2018-04-23
   variant       dajnko            dajnko.txt              2012-07-05
   variant       ekavsk            ekavsk.txt              2013-12-13
   variant       emodeng           emodeng.txt             2012-02-16
   variant       fonipa            fonipa.txt              2007-08-07
   variant       fonkirsh          fonkirsh.txt            2018-04-23
   variant       fonnapa           fonnapa.txt             2016-06-30
   variant       fonupa            fonupa.txt              2007-08-07
   variant       fonxsamp          fonxsamp.txt            2010-10-26
   variant       grclass           grclass.txt             2018-04-23
   variant       grital            grital.txt              2018-04-23
   variant       grmistr           grmistr.txt             2018-04-23
   variant       hepburn           hepburn.txt             2009-10-05
   variant       heploc            heploc.txt              2009-10-05
   variant       heploc            heploc-20100209.txt     2010-02-09
   variant       hognorsk          hognorsk.txt            2010-01-13
   variant       hsistemo          hsistemo.txt            2017-03-16
   variant       ijekavsk          ijekavsk.txt            2013-12-13
   variant       itihasa           itihasa.txt             2010-07-28
   variant       ivanchov          ivanchov.txt            2017-12-14
   variant       jauer             jauer.txt               2010-06-30
   variant       jyutping          jyutping.txt            2010-10-26
   variant       kkcor             kkcor.txt               2008-10-17
   variant       kociewie          kociewie.txt            2014-12-03
   variant       kscor             kscor.txt               2012-07-05
   variant       laukika           laukika.txt             2010-07-28
   variant       lemosin           lemosin.txt             2018-04-23
   variant       lipaw             lipaw.txt               2007-08-14
   variant       luna1918          luna1918.txt            2010-10-12
   variant       metelko           metelko.txt             2012-07-05
   variant       monoton           monoton.txt             2007-08-07
   variant       ndyuka            ndyuka.txt              2009-09-09
   variant       newfound          newfound.txt            2015-11-30
   variant       njiva             njiva.txt               2007-07-11
   variant       nicard            nicard.txt              2018-04-23
   variant       nulik             nulik.txt               2012-02-16
   variant       osojs             osojs.txt               2007-07-11
   variant       oxendict          oxendict.txt            2015-04-21
   variant       pahawh2           pahawh2.txt             2017-01-19
   variant       pahawh3           pahawh3.txt             2017-01-19
   variant       pahawh4           pahawh4.txt             2017-01-19
   variant       pamaka            pamaka.txt              2009-09-09
   variant       petr1708          petr1708.txt            2010-10-12
   variant       pinyin            pinyin.txt              2008-10-17
   variant       polyton           polyton.txt             2007-08-07
   variant       provenc           provenc.txt             2018-04-23
   variant       puter             puter.txt               2010-06-30
   variant       rigik             rigik.txt               2012-02-16
   variant       rumgr             rumgr.txt               2010-06-30
   variant       scotland          scotland.txt            2007-09-05
   variant       scouse            scouse.txt              2007-08-07
   variant       simple            simple.txt              2016-01-10
   variant       solba             solba.txt               2007-07-11
   variant       sotav             sotav.txt               2013-12-13
   variant       spanglis          spanglis.txt            2017-03-03
   variant       surmiran          surmiran.txt            2010-06-30
   variant       sursilv           sursilv.txt             2010-06-30
   variant       sutsilv           sutsilv.txt             2010-06-30
   variant       tarask            tarask.txt              2007-05-08
   variant       uccor             uccor.txt               2008-10-17
   variant       ucrcor            ucrcor.txt              2008-10-17
   variant       ulster            ulster.txt              2010-04-29
   variant       unifon            unifon.txt              2013-10-04
   variant       vaidika           vaidika.txt             2010-07-28
   variant       valencia          valencia.txt            2007-08-07
   variant       vallader          vallader.txt            2010-06-30
   variant       vivaraup          vivaraup.txt            2018-04-23
   variant       wadegile          wadegile.txt            2008-10-07
   variant       xsistemo          xsistemo.txt            2017-03-16
   grandfathered cel-gaulish       cel-gaulish.txt         2015-04-03
   grandfathered en-GB-oed         en-GB-oed.txt           2015-04-21
   grandfathered i-enochian        i-enochian.txt          2015-04-03
   grandfathered zh-min            zh-min.txt              2015-04-03
